Country,Year,GDP_Growth_Rate,Inflation_Rate,GDP_Per_Capita,Unemployment_Rate,Cost of Living Index,Local Purchasing Power Index
IDA total,2014,5.4825506,3.516955514,1429.029637,4.17076476,41.11588669,29.95427895
IDA blend,2014,5.607324951,1.201399645,2142.382035,3.329797754,41.97307205,31.18735695
Indonesia,2014,5.006668426,6.394925408,3476.624854,4.049,39,26.4
IDA only,2014,5.363320007,3.992465841,1068.896689,4.557087699,40.57139587,30.74248695
Isle of Man,2014,5.15509985,-34.41254676,91881.07195,4.745632421,102.9743576,121.3591461
India,2014,7.410227605,6.665656719,1559.863779,7.992,26.7,62.3
Ireland,2014,8.828998727,0.190916399,55752.76498,11.858,106.6,94.6
"Iran, Islamic Rep.",2014,4.984775067,16.60655324,5757.543333,10.68,41.05839157,33.11016846
Iraq,2014,0.19701671,2.235974079,6215.986033,10.59,51.3,37.2
Iceland,2014,1.687215018,2.044614815,54576.74481,4.897,111.8,59.5
Israel,2014,3.919126893,0.479786761,38259.6811,5.789,91.5,69.3
Italy,2014,-0.004547542,0.24104743,35565.72138,12.683,96.8,75.4
Jamaica,2014,0.689822357,8.274078862,4991.561517,9.046,73.4,54.1
Jordan,2014,3.384078099,2.89947905,4255.894302,11.9,61.5,38.3
Japan,2014,0.296205514,2.759226714,38475.39525,3.589,94.1,99.6
Kazakhstan,2014,4.200000006,6.84944977,12807.26305,5.06,63.1,37.3
Kenya,2014,5.020111002,6.878154993,1489.919721,2.768,53.6,30.9
Kyrgyz Republic,2014,4.024038631,7.534247298,1279.770784,3.253,38.23874664,20.63240814
Cambodia,2014,7.1425711,3.855688614,1098.074538,0.692,53.6,15.3
Kiribati,2014,1.287553648,2.103985209,1740.356052,8.257531076,44.18654251,38.18519592
St. Kitts and Nevis,2014,7.365561708,0.247865392,19923.22733,7.231089953,55.124897,49.65929031
"Korea, Rep.",2014,3.202453795,1.274774464,29252.93124,3.082,60.67135239,97.31188965
Kuwait,2014,0.500917356,2.908926729,43239.88266,2.9,74.1,92.5
Latin America & Caribbean (excluding high income),2014,1.295885987,3.4381666,9872.411055,6.09934748,47.25687027,49.6365242
Lao PDR,2014,7.61196344,4.129243069,1984.508283,2.117,47.45627213,33.39759827
Lebanon,2014,2.484060105,1.854604213,7665.379692,8.796,70.2,41.9
Liberia,2014,0.7013931,9.861112856,713.7348824,2.079,37.36741257,19.39414215
Libya,2014,-23.04280583,2.432941416,9408.753043,19.298,52.3,42.8
St. Lucia,2014,1.520673444,3.516955514,10006.55125,21.592,52.15406418,53.74454117
Latin America & Caribbean,2014,1.336538436,3.383412727,10540.99063,6.184506329,48.15462875,50.78269577
Least developed countries: UN classification,2014,5.615400548,4.405352342,1033.334449,4.799490049,40.65713501,32.2578125
Low income,2014,4.390795715,3.740529516,743.4951538,4.791458118,40.5361557,29.69969749
Sri Lanka,2014,6.377978893,3.179002282,3885.623616,4.157,42.8,31
Lower middle income,2014,6.112484282,4.78942509,1888.164229,6.214772762,39.71354294,36.6726265
Low & middle income,2014,5.157931764,3.561794364,4401.688003,5.741887107,43.70082474,37.62480545
Lesotho,2014,1.710549905,5.37028961,1165.05065,16.056,34.50560379,33.58514404
Late-demographic dividend,2014,5.225645262,2.044614815,8811.760645,4.923250434,44.81938171,43.57490921
Lithuania,2014,3.537009879,0.103758009,16551.0182,10.698,60,43.2
Luxembourg,2014,2.623086016,0.628543985,123678.7021,5.852,109.9,115.3
Latvia,2014,1.902172684,0.620490637,15742.39134,10.846,66,40.2
"Macao SAR, China",2014,-2.048303634,6.048234521,90873.60249,1.67,79.54995728,100.8276367
Morocco,2014,2.71924408,0.442310054,3430.534424,9.7,47.5,29.6
Monaco,2014,7.187027898,-104.3196829,195772.7243,0.850705903,128.2070618,163.2484131
Moldova,2014,4.999625854,5.088785546,3289.957586,1.451,41.6,22.9
Madagascar,2014,3.339203112,6.080408111,517.1361831,1.385,38.00876617,21.4533844
Maldives,2014,7.801094807,2.120001757,8872.128386,7.461,45.1140976,41.83350754
Middle East & North Africa,2014,2.832882412,2.389605036,8403.789856,10.27698425,47.28804779,40.60242462
Mexico,2014,2.503763503,4.018616081,11490.02169,4.819,47,60.5
Marshall Islands,2014,-1.15756789,40.55906802,3678.105394,8.324171188,37.40093613,28.22709656
Middle income,2014,5.170964721,3.561794364,4789.175891,5.826188203,43.89468765,38.10647964
North Macedonia,2014,3.629123513,-0.281705033,5925.385922,28.215,44.2,33.3
Mali,2014,7.084683881,0.883814547,818.4303414,1.492,46.43015671,31.57208061
Malta,2014,7.633538464,0.310306472,26753.27338,5.737,80.2,72.7
Myanmar,2014,8.169907456,4.953299185,1283.106492,0.749,50.67079926,29.42421913
Middle East & North Africa (excluding high income),2014,1.825619968,2.666210233,4385.600914,11.90954902,39.01501465,35.65816498
Montenegro,2014,1.783698581,-0.710514052,7387.872969,18.054,57.3,38.7
Mongolia,2014,7.885225482,12.25398081,4211.939436,4.798,39.72004318,33.63747406
Northern Mariana Islands,2014,4.177545692,14.89493758,16044.43073,7.558811117,53.80340195,48.08029175
Mozambique,2014,7.702568448,2.559748758,690.4432181,3.378,44.10115433,33.23658371
Mauritania,2014,4.274823293,3.534368561,1715.388838,10.03,38.68914795,34.95461655
Mauritius,2014,3.82696982,3.21769192,10366.35508,7.467,59.5,69.4
Malawi,2014,5.62527,23.79206495,534.1269771,4.966,36.62503433,24.91907883
Malaysia,2014,6.006721946,3.142990509,11045.58012,2.88,48.7,70.5
North America,2014,2.549447137,1.764429442,54877.35456,6.261482663,88.94472504,104.4827957
Namibia,2014,6.09251916,5.350169669,5544.104068,18.521,59.8,35
Niger,2014,6.642136655,-0.93028726,560.7544752,0.524,45.58700562,29.65078545
Nigeria,2014,6.309718655,8.04741088,3200.952799,3.903,73.8,35.6
Nicaragua,2014,4.785847059,6.035968618,1913.521348,4.52,40.30034637,28.50940704
Netherlands,2014,1.423395395,0.97603508,52900.53742,7.416,98.8,97.5
Norway,2014,2.048131999,2.041702867,97666.69518,3.484,144.4,94.4
Nepal,2014,6.011482843,8.364154697,827.7447084,10.647,31.4,23.4
Nauru,2014,15.84158416,-20.58949353,9063.00223,7.121436399,46.75621796,38.71342087
New Zealand,2014,3.754319415,1.227507506,44578.22539,5.428,104.5,87.6
OECD members,2014,2.17654278,0.624517311,38112.0709,7.40189151,74.34729767,88.96551514
Oman,2014,1.292252294,1.014014839,23121.20638,3.43,56,112.3
Other small states,2014,2.4151862,1.341864943,13014.8596,9.288351083,55.55059052,48.25397873
Pakistan,2014,4.116428172,7.189384028,1303.18537,1.827,29.7,31.5
Panama,2014,5.066422339,2.626526999,12837.24796,4.415,52.2,44.6
Peru,2014,2.382157372,3.411945798,6614.83082,3.208,50.9,35.5
Philippines,2014,6.34798748,3.597823439,2935.928598,3.6,40.3,30
Palau,2014,5.29445514,4.191745486,13808.22749,7.577030227,51.02586365,47.00630951
Papua New Guinea,2014,13.54377062,5.222117202,2742.25005,2.524,39.68816376,24.44054031
Poland,2014,3.836958494,0.053821313,14181.94868,8.99,53.7,57.6
Pre-demographic dividend,2014,5.098897324,3.305037626,1844.554919,5.013674641,41.34261322,33.27703476
Puerto Rico,2014,-1.190363454,-66.7696831,28981.45733,13.9,76.5,85.3
Portugal,2014,0.792190302,-0.278153367,22103.70097,13.897,69.3,54.6
Paraguay,2014,5.301238592,5.028827675,6629.416993,5.034,43.82406235,38.10842896
West Bank and Gaza,2014,-0.157866651,1.7329851,3352.112595,20.527,41.71952438,45.06219864
Pacific island small states,2014,3.6242973,1.451424524,3862.302536,3.461038668,39.87057114,31.97191048
Post-demographic dividend,2014,2.011471875,0.94141454,43223.19753,7.44120266,80.29611969,96.13066864
French Polynesia,2014,0.593554453,21.5949788,21223.07549,11.886,65.14110565,52.54923248
Qatar,2014,5.334323292,3.349720857,93126.14946,0.2,75.3,125.8
Romania,2014,4.120674963,1.068309877,10031.34215,6.802,48.2,36.5
Russian Federation,2014,0.736267222,7.823411839,14055.47266,5.16,44.00628662,59.35308075
Rwanda,2014,6.167160273,2.354490528,724.7219737,11.858,33.37200928,29.38976669
South Asia,2014,6.847837891,6.828647805,1490.804076,7.000817099,37.19219589,38.0681572
Saudi Arabia,2014,3.811422791,2.236290315,23862.79869,5.877,68.1,100
Sudan,2014,4.661379542,36.90664279,1338.173096,15.558,33.22076416,26.26890945
Senegal,2014,6.224074438,-1.090255074,1417.094987,5.842,40.78993225,36.83666992
Singapore,2014,3.935540277,1.02514803,57564.80231,3.74,100,64.1
Solomon Islands,2014,1.189217471,5.165902379,2235.733703,0.728,39.30904007,29.62472153
Sierra Leone,2014,4.559253533,4.639311714,702.3385877,4.678,40.26677322,28.41890907
El Salvador,2014,1.729399842,1.141344675,3638.517658,4.154,53.1,24.1
San Marino,2014,-0.7023705,1.112963034,50133.60652,6.609688727,83.96640778,96.97264862
Somalia,2014,7.526391611,6.766335955,491.1898041,18.847,33.56270218,33.46823502
Serbia,2014,-1.58951032,2.082447939,6600.056211,19.223,51.6,37.4
Sub-Saharan Africa (excluding high income),2014,4.87142051,4.403802717,1908.353803,5.71342634,42.04300308,35.48114777
South Sudan,2014,3.373648477,1.674299063,1245.149311,12.462,34.56546783,30.57894707
Sub-Saharan Africa,2014,4.87076022,4.402253092,1909.589895,5.71342634,42.04547119,35.48312378
Small states,2014,2.351877792,1.157181339,11541.41913,9.059536393,53.70821762,47.49450302
Sao Tome and Principe,2014,4.906209873,6.99849944,1484.170105,13.619,32.31444168,27.92880821
Suriname,2014,0.255503032,3.383412727,9199.177893,6.94,48.09450531,47.98820114
Slovak Republic,2014,2.697189807,-0.07616533,18719.98814,11.537,60.35263824,52.72850418
Slovenia,2014,2.768158831,0.199343827,24247.17332,9.692,75.4,60.4
Sweden,2014,2.657798275,-0.179638494,60020.36046,7.954,103.7,106.1
Eswatini,2014,0.923230547,5.681348858,3928.522755,23.817,44.36271286,50.6023941
Sint Maarten (Dutch part),2014,1.580382215,1.886754663,36136.69917,6.984202676,73.06211853,86.58403778
Seychelles,2014,4.063691812,1.385834546,15188.19022,7.600892936,54.2505188,52.15164185
Syrian Arab Republic,2014,-10.31033991,69.70709064,1071.234204,14.768,34.72129059,23.36905289
Turks and Caicos Islands,2014,8.711296582,-5.391069958,24040.87466,6.999691435,57.2276535,55.38362885
Chad,2014,6.899985045,1.681973139,1017.787762,0.926,46.52760315,29.96783638
East Asia & Pacific (IDA & IBRD countries),2014,6.984349737,3.370406974,6363.123695,4.06173294,44.5680809,43.41020203
Europe & Central Asia (IDA & IBRD countries),2014,2.337771273,2.981308689,10313.11527,7.561996811,53.27692032,48.41936111
Togo,2014,5.633240217,0.190875076,877.1929606,2.142,41.79362106,28.77893066
Thailand,2014,0.984468864,1.895141819,5822.377783,0.576,45.9,37
Tajikistan,2014,6.70000069,6.104427651,1094.43005,8.206,38.57065582,39.64182663
Turkmenistan,2014,10.29999997,1.178919465,7685.509859,4.011,42.07378387,37.00927734
Latin America & the Caribbean (IDA & IBRD countries),2014,1.398305551,3.428264148,10464.88645,6.210574325,48.34811783,50.55754089
Timor-Leste,2014,4.472498466,0.848838206,1221.72396,4.228,39.89511871,27.98929214
Middle East & North Africa (IDA & IBRD countries),2014,1.844591795,2.89947905,4397.366759,11.82736784,39.10266876,35.6772728
Tonga,2014,2.01870046,2.510876333,4125.425454,1.924,39.84506607,35.78866196
South Asia (IDA & IBRD),2014,6.847837891,6.828647805,1490.804076,7.000817099,37.19219589,38.0681572
Sub-Saharan Africa (IDA & IBRD countries),2014,4.87076022,4.402253092,1909.589895,5.71342634,42.04547119,35.48312378
Trinidad and Tobago,2014,3.853635483,5.684418146,20473.40403,2.477,53.89596558,78.72572327
Tunisia,2014,3.090328031,4.625550995,4398.638695,14.259,41.3,34.4
Turkiye,2014,4.939715161,8.854572714,12165.22014,9.901,49.45022964,41.39027405
Tuvalu,2014,0,36.69123759,3556.379728,8.260015046,40.31804657,28.66260147
Tanzania,2014,6.732461868,6.13161433,1013.428772,2.125,50.1,39.9
Uganda,2014,5.106307325,3.07570669,897.5097286,2.404,58.7,24.5
Ukraine,2014,-10.07889498,12.07185629,3104.653809,9.27,45.6,31
Upper middle income,2014,4.935373401,3.180341214,7722.450749,5.534281174,44.86216736,39.86637497
Uruguay,2014,3.23879123,8.877353332,18131.57885,6.547,77.4,39.6
United States,2014,2.523819814,1.622222977,55304.31553,6.168,77.4,132.9
Uzbekistan,2014,6.873838446,9.283093562,2628.460054,5.09,39.11837769,33.21231842
St. Vincent and the Grenadines,2014,1.250254369,0.193858561,7210.603113,19.229,46.45937729,47.1232872
"Venezuela, RB",2014,-3.894386475,62.16864998,15975.72938,6.821,48.13070297,46.89542007
Virgin Islands (U.S.),2014,-1.774530271,22.13097335,33045.36438,12.36,87.37462616,72.46464539
Viet Nam,2014,6.422243121,4.084554466,2558.778758,1.256,45.55827713,31.89240456
Vanuatu,2014,3.136867294,0.798863838,2861.203154,5.15,41.58246994,34.87998199
World,2014,3.12386991,2.354490528,10918.5541,6.016228573,48.34240723,47.73147583
Samoa,2014,0.659923769,-0.406816088,3948.728022,8.72,46.12878418,40.87869644
Kosovo,2014,3.348804784,0.428957808,3902.530841,8.05591052,45.99837875,42.52688599
"Yemen, Rep.",2014,-0.188690232,8.104725836,1557.601406,13.467,31.19622803,30.91934586
South Africa,2014,1.413826452,6.129837703,6965.137897,22.606,48.6,96
Zambia,2014,4.693283184,7.806875536,1724.57622,8.131,41.84654236,39.45467377
Zimbabwe,2014,1.484542622,-0.19778481,1407.034291,4.774,69.9,27.7
Aruba,2015,-0.623625902,0.474763597,28419.26453,7.397997452,61.63581848,70.89949799
Africa Eastern and Southern,2015,3.011571982,5.24587835,1498.805084,6.880311744,45.88532257,39.2504921
Afghanistan,2015,1.451314661,-0.661709165,566.8811297,9.011,40.54302979,37.07876205
Africa Western and Central,2015,2.813979007,2.130817381,1882.518808,4.204561558,38.84082031,27.29479599
Angola,2015,0.943571561,9.355972155,3217.33924,16.491,38.70229721,37.19662094
Albania,2015,2.218726375,1.896174026,3952.803574,17.193,41.9,34.8
Andorra,2015,1.434140395,10.38822318,38885.53032,6.891487488,74.31703186,88.52974701
Arab World,2015,3.387560307,1.831352332,6258.607227,11.07045289,42.94633865,36.61468887
United Arab Emirates,2015,6.786772877,4.069966084,41525.1389,1.792,67.2,104.6
Argentina,2015,2.731159828,-8.318047786,13789.06042,7.58,67.1,59.4
Armenia,2015,3.199999999,3.731691193,3666.141822,12.468,40.7,27.7
American Samoa,2015,3.149606299,20.17940828,13101.54182,7.726629865,53.60323334,46.68305969
Antigua and Barbuda,2015,1.445155299,0.968993459,15985.54114,7.728289271,56.41879654,55.37129974
Australia,2015,2.201810153,1.508366722,56758.8692,6.055,99.3,110.4
Austria,2015,1.014501586,0.896563335,44195.81759,5.802,76.9,104.6
Azerbaijan,2015,1.093975916,4.027685737,5500.503646,4.96,59.1,29.2
Burundi,2015,-3.90000008,5.544688913,289.3596272,1.444,35.21235657,17.7341423
Belgium,2015,2.041459009,0.561429153,41008.29672,8.482,87.2,86.2
Benin,2015,1.77815106,0.218785924,1041.652523,1.855,39.1638298,27.53608704
Burkina Faso,2015,3.921228794,0.724838981,632.1266858,4.468,39.79595566,27.60388374
Bangladesh,2015,6.552639878,6.19428023,1236.435456,4.382,39.2,33.4
Bulgaria,2015,3.397553876,-0.104633261,7078.860323,9.143,43.6,39.9
Bahrain,2015,2.863047304,1.848627424,22850.6654,1.166,56.2,59.7
"Bahamas, The",2015,0.996758611,1.861483029,29722.40684,12,76.01320648,68.73594666
Bosnia and Herzegovina,2015,4.314750611,10.20760076,4654.60862,27.695,45.02889633,54.71079636
Belarus,2015,-3.829663071,13.53448976,5967.06856,5.881,50.2,35.8
Belize,2015,3.225493091,-0.861584009,6098.60008,7.578,68.7,120
Bermuda,2015,0.7755297,-25.6380763,102005.6256,4.637253448,107.9110413,126.3156204
Bolivia,2015,4.85718718,4.059610411,2975.648811,3.111,40,41.1
Brazil,2015,-3.545763393,9.029901024,8783.215424,8.538,55.3,41.2
Barbados,2015,2.423925408,-1.112789925,17040.41761,9.803,59.4815979,50.49150467
Brunei Darussalam,2015,-0.39238375,-0.488347421,30681.43397,7.694,65.08261871,73.93237305
Bhutan,2015,6.568454317,4.548143951,2899.228294,2.45,45.2765274,34.73219681
Botswana,2015,-4.85133564,3.062031696,5869.737579,18.939,41.96910477,39.92026901
Central African Republic,2015,4.33712103,1.402970171,351.8797548,5.871,42.95381546,36.14470673
Canada,2015,0.649970994,1.125241361,43594.1941,6.945,81.8,105.1
Central Europe and the Baltics,2015,4.026322092,-0.464499005,12528.08264,7.822656644,53.5177269,50.8996315
Switzerland,2015,1.644627687,-1.143908672,83806.4476,4.801,126,146.5
Chile,2015,2.151942499,4.348773532,13567.35722,6.605,53.2,55.1
China,2015,7.041328879,1.437023809,8016.445595,4.65,48.9,48.6
Cote d'Ivoire,2015,7.194949427,1.251499548,1941.581898,2.574,45.67672729,35.42737198
Cameroon,2015,5.666952987,2.676235314,1399.675336,3.52,42.00960922,28.50852966
"Congo, Dem. Rep.",2015,6.916167119,0.744198995,482.0645686,4.456,40.6468811,34.11101532
"Congo, Rep.",2015,0.415193061,3.169097968,2455.340858,20.2,40.01120758,43.48436737
Colombia,2015,2.955901375,4.989831158,6228.651621,8.572,38.9,36.1
Comoros,2015,1.147350761,35.87011896,1322.936776,4.972,35.94476318,19.86680984
Cabo Verde,2015,0.936026508,0.131187999,3169.078901,11.905,36.68081665,35.57505798
Costa Rica,2015,3.652080968,0.801982005,11529.95517,8.415,62.5,48.1
Caribbean small states,2015,0.697970066,-0.861584009,11629.12077,11.57894453,51.02487564,45.01829147
Cuba,2015,4.438333589,22.13388441,7683.740254,2.4,42.0053215,33.07588577
Curacao,2015,0.458151544,-0.47654205,19361.813,7.664344973,56.53639221,58.79108047
Cayman Islands,2015,2.833122427,-2.347527702,77295.84566,5.407669812,99.78795624,110.8772736
Cyprus,2015,3.418923188,-2.096997691,23487.21875,15.026,72.5,71
Czechia,2015,5.388380838,0.309364548,17829.69832,5.048,49.1166687,63.68397141
Germany,2015,1.491931528,0.514426137,41103.25644,4.624,76.3,111.8
Djibouti,2015,7.526108919,-0.847389734,2409.311902,26.095,39.64873123,54.29525375
Dominica,2015,-2.731503063,-0.843826985,7724.042411,8.279877034,42.8560524,44.09632492
Denmark,2015,2.342591108,0.452034154,53254.85637,6.278,100.6,105.7
Dominican Republic,2015,6.927018772,0.836746347,6838.936746,7.605,55.9,28.2
Algeria,2015,3.2,4.784447007,4741.49977,11.206,34.1,36.9
East Asia & Pacific (excluding high income),2015,6.70715877,1.223931955,6499.96372,4.120813187,44.51186371,44.50532532
Early-demographic dividend,2015,4.413613006,3.09551722,3234.225944,6.864071258,45.28582001,41.14720154
East Asia & Pacific,2015,4.728386041,0.795279631,9586.056625,4.089076805,42.99241257,49.4307518
Europe & Central Asia (excluding high income),2015,3.587552293,4.871122617,6312.150342,8.846346857,45.86910629,41.89658356
Europe & Central Asia,2015,2.058147045,0.410040498,22579.1837,8.506526768,61.59030914,58.75682068
Ecuador,2015,0.119692109,3.966646233,6002.108311,3.616,45.6,28
"Egypt, Arab Rep.",2015,4.372019078,10.37049034,3370.382447,13.052,35.19792557,29.37563324
Euro area,2015,2.054408868,-0.08520723,34118.36594,10.89015551,77.4520874,81.51356506
Spain,2015,3.838518877,-0.50036571,25754.36103,22.058,65.7,76.7
Estonia,2015,1.853020046,-0.492326007,17402.03761,6.412,61.2,51.4
Ethiopia,2015,10.39246302,9.56889956,630.3126194,2.45,51.5,15.9
European Union,2015,2.309377745,-0.06164468,30487.65237,10.02022845,71.84577179,74.36463165
Fragile and conflict affected situations,2015,1.070537609,2.076477902,1845.312304,5.561565469,42.36772919,34.90858841
Finland,2015,0.543659212,-0.20792884,42801.90812,9.376,89.7,101.2
Fiji,2015,4.50120041,1.374885426,5105.189592,4.292,40.79011917,35.69603348
France,2015,1.112912341,0.037514381,36652.92231,10.354,88.4,92.6
Faroe Islands,2015,0.976378534,3.555224519,52726.68738,6.415735943,86.90903473,102.8172836
"Micronesia, Fed. Sts.",2015,4.621884004,-0.298115837,2891.322103,8.016984835,43.3069458,41.90273285
Gabon,2015,3.878899395,-0.338795189,7090.454634,19.994,45.86151123,46.70252228
United Kingdom,2015,2.220258322,0.368046842,44964.39114,5.301,92.2,98.1
Georgia,2015,3.351023503,4.003578207,4086.622347,16.506,39.6,26.2
Ghana,2015,2.120759338,17.1499695,1711.271326,6.806,71.8,14.2
Guinea,2015,3.825910569,11.7800825,756.4255898,5.251,40.59150314,27.95847511
"Gambia, The",2015,4.058073804,6.808454946,611.6712191,7.271,43.08346939,39.0026207
Guinea-Bissau,2015,6.134089355,1.476720489,644.1790639,3.224,42.81376266,29.15332413
Equatorial Guinea,2015,-9.110041149,1.676630853,9788.983804,8.178,46.30503082,43.04141617
Greece,2015,-0.19608763,-1.735888048,18083.87791,24.981,68.9,51.9
Grenada,2015,6.445223147,-0.515448031,8379.621847,7.707746127,45.64698029,44.62231827
Greenland,2015,-2.529318024,20.4581593,44536.35497,6.920994137,72.92424774,77.28173828
Guatemala,2015,4.092170816,2.388720328,3994.629085,2.506,50.4,38
Guam,2015,0.825688073,15.39508413,34522.37793,6.9,66.45548248,78.13752747
Guyana,2015,0.687404591,-1.001734328,5668.429765,13.273,39.92171097,38.09544754
High income,2015,2.325526275,0.319695857,36482.99653,6.575993248,74.76903534,87.99517059
"Hong Kong SAR, China",2015,2.387838881,2.990848193,42432.16197,3.314,69.30377197,105.3477936
Honduras,2015,3.840079971,3.15783118,2257.225284,6.147,53.1,62.6
Heavily indebted poor countries (HIPC),2015,4.816187111,3.77406982,917.7214597,4.536514044,40.25433731,28.59263229
Croatia,2015,2.549129635,-0.464499005,12135.10362,16.175,58.9,50.5
Haiti,2015,1.400000009,6.731840697,1405.714776,13.745,32.55179977,30.49085045
Hungary,2015,3.707315979,-0.06164468,12717.0386,6.813,48.9,46.9
IBRD only,2015,4.404530948,3.261509064,5541.337594,6.339557593,46.40297699,41.38211441
IDA & IBRD total,2015,4.32675343,3.143416962,4484.489384,5.948125778,45.07405853,39.24106216
IDA total,2015,3.40935816,2.917033247,1360.962177,4.484489497,39.07395935,26.83031464
IDA blend,2015,3.740471004,1.374885426,1993.789362,4.065318891,39.14303589,27.49584198
Indonesia,2015,4.8763223,6.363121131,3322.581679,4.514,39.3,26
IDA only,2015,3.092224012,3.254726881,1042.155355,4.678125368,39.42256165,27.33349991
Isle of Man,2015,-0.385867274,-11.22366773,84753.51874,5.33285517,98.56951141,112.4877853
India,2015,7.996253786,4.906973441,1590.174331,7.894,26.3,65.8
Ireland,2015,24.47525334,-0.330959783,62179.26427,9.908,92.1,95.7
"Iran, Islamic Rep.",2015,-1.424884939,12.48468156,4990.936795,11.166,37.9894371,34.65065384
Iraq,2015,4.722864019,1.393330288,4416.942924,10.838,48.2,41.2
Iceland,2015,4.436663719,1.633055582,52951.68151,3.979,102.1,70.8
Israel,2015,2.485826289,-0.601291007,36206.52222,5.176,79.3,88.2
Italy,2015,0.778304351,0.0387904,30242.38614,11.896,82.7,79.4
Jamaica,2015,0.921487125,3.691542289,5077.550969,8.824,63.6,43.5
Jordan,2015,2.496528793,-0.87685136,4064.25301,13.075,61.4,38.7
Japan,2015,1.560626697,0.795279631,34960.63938,3.385,80.4,98.2
Kazakhstan,2015,1.200000001,6.678285856,10510.77032,4.93,54.3,43.5
Kenya,2015,4.967721128,6.582154293,1496.653573,2.763,50,28.7
Kyrgyz Republic,2015,3.875825445,6.50331839,1121.082696,3.346,38.10105896,20.90941238
Cambodia,2015,6.965797817,1.223931955,1170.742816,0.393,57,11.9
Kiribati,2015,11.44067797,0.572015744,1641.480977,7.655117793,38.21390915,32.14375687
St. Kitts and Nevis,2015,0.694135528,-2.30187563,20029.75983,7.626341486,57.55864716,60.01403809
"Korea, Rep.",2015,2.809103268,0.706331772,28737.43917,3.546,59.98422623,98.28386688
Kuwait,2015,0.592771759,3.271701661,29315.1931,2.2,93,85.7
Latin America & Caribbean (excluding high income),2015,0.292573684,3.129002745,8297.302258,6.702021193,47.2495079,47.28768539
Lao PDR,2015,7.270065844,1.277354271,2125.458901,2.491,46.02396774,35.83789825
Lebanon,2015,0.462320793,-3.749145248,7802.751368,9.27,67.6,50.2
Liberia,2015,-0.01856497,7.748696876,699.6629469,2.553,37.57207489,20.3116188
Libya,2015,-0.842656252,10.40229336,7867.514931,19.649,52.1,44.3
St. Lucia,2015,0.102115735,-0.983600953,10292.73353,20.851,53.05534744,52.24468613
Latin America & Caribbean,2015,0.407853688,1.861483029,8719.625753,6.687166704,47.97964096,48.29196167
Least developed countries: UN classification,2015,2.683764303,3.963943162,968.1238895,4.89410977,39.78356552,27.93487549
Low income,2015,-0.569703594,4.377126651,714.7715647,4.897413841,39.69786835,27.71102142
Sri Lanka,2015,4.205955476,3.768367831,3990.353117,4.519,41.7,28.2
Lower middle income,2015,5.933648596,3.236586009,1856.926033,6.334385949,40.27480698,37.33654404
Low & middle income,2015,4.736742822,3.169097968,4214.45758,5.913213324,44.42217636,38.51076508
Lesotho,2015,3.12406678,3.218445137,1113.836835,16.223,33.75342941,33.02649689
Late-demographic dividend,2015,4.699859913,1.557907113,8212.743292,5.098161783,43.99393082,41.375
Lithuania,2015,2.024583955,-0.884097406,14263.96458,9.12,52.8,46.9
Luxembourg,2015,2.269784484,0.474743161,105462.0126,6.669,91.8,114.7
Latvia,2015,3.885260054,0.174242244,13786.4568,9.873,55.9,44.4
"Macao SAR, China",2015,-21.51440219,4.56056338,73220.63556,1.81,49.71553421,60.24514008
St. Martin (French part),2015,1,28.72960571,9669.600431,7.979549105,46.64686966,38.21364975
Morocco,2015,4.344582976,1.557907113,3139.228271,9.46,39.8,35.5
Monaco,2015,4.863473211,-80.98740712,170338.6804,1.912420844,123.6896439,154.259613
Moldova,2015,-0.338235622,9.676240331,2749.551371,1.781,34.7,23.7
Madagascar,2015,3.132298075,7.404191742,455.6380346,1.785,37.61343765,19.74818039
Maldives,2015,3.971715703,0.953206659,9480.431513,6.612,50.35349274,47.36316681
Middle East & North Africa,2015,2.690417306,1.557907113,7266.659229,10.54103162,45.16971207,39.23154449
Mexico,2015,2.702323426,2.72064065,10098.17318,4.311,41.3,59.5
Marshall Islands,2015,2.100519333,29.44670888,3708.215562,8.130056033,43.45030975,33.98614502
Middle income,2015,4.826225858,3.143416962,4590.10014,6.00433935,44.59552002,39.07209778
North Macedonia,2015,3.85586514,-0.299920476,5262.686719,26.395,37.4,35.5
Mali,2015,6.171800024,1.450690576,723.5042049,1.406,43.79526901,28.70957947
Malta,2015,9.608132348,1.100548264,24921.71418,5.389,68.8,72.5
Myanmar,2015,6.99284029,9.454171895,1157.783961,0.766,53,21.2
Middle East & North Africa (excluding high income),2015,0.722279033,1.557907113,3862.572205,12.36752826,37.05291748,35.62626266
Montenegro,2015,3.390381397,1.548691582,6517.192675,17.555,48.1,40.2
Mongolia,2015,2.379835807,5.735682819,3919.351213,4.861,40.09132385,31.5537014
Northern Mariana Islands,2015,3.383458647,16.61628897,17665.10075,7.54697429,55.77656174,50.97168732
Mozambique,2015,7.393093699,3.550759674,603.8385138,3.426,59.9,41.2
Mauritania,2015,5.376339237,3.254726881,1562.726836,10.109,37.93770981,35.00207138
Mauritius,2015,3.690556904,1.286549708,9507.871337,7.41,60.1,60.1
Malawi,2015,2.800000001,21.86734755,544.2768727,4.95,37.60020828,18.43111038
Malaysia,2015,5.091532422,2.104389802,9699.600463,3.1,46,73.5
North America,2015,2.761104558,0.621934248,55701.81244,5.461802756,88.99562836,103.1636505
Namibia,2015,4.264174538,3.394015384,4965.672765,20.799,53.7,42.9
