Year,Country,Ease_of_Living_Rank
2000,Nicaragua,84
2000,Nepal,85
2000,Pakistan,86
2002,United States,1
2002,Netherlands,2
2002,Denmark,3
2002,Switzerland,4
2002,Qatar,5
2002,Finland,6
2002,Norway,7
2002,Germany,8
2002,Australia,9
2002,Canada,10
2002,Belgium,11
2002,United Kingdom,12
2002,Ireland,13
2002,Sweden,14
2002,United Arab Emirates,15
2002,Iceland,16
2002,Japan,17
2002,Austria,18
2002,Singapore,19
2002,New Zealand,20
2002,France,22
2002,Israel,23
2002,Spain,24
2002,Bahrain,25
2002,Italy,26
2002,Kuwait,27
2002,Slovenia,29
2002,Greece,31
2002,Malta,32
2002,Cyprus,34
2002,Portugal,35
2002,Estonia,36
2002,Poland,37
2002,Hungary,38
2002,Chile,39
2002,Lithuania,41
2002,Saudi Arabia,42
2002,Malaysia,43
2002,Uruguay,44
2002,Latvia,45
2002,Croatia,46
2002,Bulgaria,47
2002,Panama,48
2002,Montenegro,49
2002,Argentina,50
2002,Mexico,51
2002,Costa Rica,52
2002,Thailand,53
2002,Lebanon,54
2002,South Africa,55
2002,Jordan,57
2002,Romania,58
2002,Tunisia,59
2002,Ukraine,61
2002,Brazil,63
2002,North Macedonia,64
2002,Mongolia,65
2002,Peru,66
2002,Serbia,67
2002,Armenia,68
2002,Kazakhstan,69
2002,Ecuador,70
2002,Algeria,71
2002,Belarus,74
2002,Colombia,75
2002,Philippines,76
2002,Moldova,77
2002,China,78
2002,Azerbaijan,79
2002,Georgia,81
2002,Morocco,82
2002,Indonesia,84
2002,Nicaragua,85
2002,India,86
2002,Pakistan,87
2002,Nepal,88
2003,United States,1
2003,Denmark,2
2003,Netherlands,3
2003,Switzerland,4
2003,Norway,5
2003,Finland,6
2003,Sweden,7
2003,Iceland,7
2003,United Kingdom,8
2003,Ireland,9
2003,Canada,10
2003,Qatar,11
2003,Japan,12
2003,Australia,13
2003,Austria,14
2003,Germany,15
2003,Belgium,16
2003,Singapore,18
2003,United Arab Emirates,19
2003,New Zealand,20
2003,France,21
2003,Italy,23
2003,Slovenia,24
2003,Spain,25
2003,Israel,26
2003,Kuwait,27
2003,Bahrain,28
2003,Malta,29
2003,Greece,30
2003,Portugal,32
2003,Cyprus,33
2003,Hungary,35
2003,Estonia,36
2003,Poland,37
2003,Chile,38
2003,Lithuania,39
2003,Saudi Arabia,41
2003,Malaysia,41
2003,Croatia,42
2003,Latvia,43
2003,Uruguay,44
2003,Bulgaria,45
2003,Mexico,46
2003,Montenegro,47
2003,Panama,48
2003,Argentina,49
2003,Thailand,50
2003,Lebanon,51
2003,Costa Rica,52
2003,South Africa,53
2003,Jordan,54
2003,Tunisia,56
2003,Romania,57
2003,North Macedonia,58
2003,Serbia,59
2003,Ukraine,60
2003,Kazakhstan,61
2003,Brazil,62
2003,Armenia,63
2003,Belarus,65
2003,Algeria,67
2003,Peru,68
2003,Mongolia,69
2003,Ecuador,70
2003,Colombia,71
2003,Georgia,73
2003,Moldova,74
2003,China,75
2003,Philippines,76
2003,Azerbaijan,77
2003,Morocco,78
2003,Indonesia,81
2003,India,82
2003,Nicaragua,83
2003,Pakistan,84
2003,Nepal,85
2004,United States,1
2004,Finland,2
2004,Denmark,3
2004,Norway,4
2004,Switzerland,5
2004,Netherlands,6
2004,Sweden,7
2004,Germany,8
2004,Austria,9
2004,Belgium,10
2004,Ireland,11
2004,United Kingdom,12
2004,Australia,13
2004,Canada,14
2004,Japan,15
2004,Iceland,16
2004,Qatar,17
2004,New Zealand,18
2004,United Arab Emirates,19
2004,Singapore,20
2004,France,21
2004,Spain,23
2004,Kuwait,23
2004,Italy,25
2004,Israel,26
2004,Cyprus,27
2004,Greece,29
2004,Bahrain,30
2004,Slovenia,31
2004,Malta,32
2004,Portugal,33
2004,Estonia,35
2004,Hungary,37
2004,Poland,38
2004,Chile,39
2004,Lithuania,40
2004,Saudi Arabia,41
2004,Croatia,42
2004,Malaysia,43
2004,Latvia,44
2004,Mexico,45
2004,Argentina,46
2004,Bulgaria,47
2004,Uruguay,48
2004,Montenegro,49
2004,South Africa,50
2004,Panama,51
2004,Costa Rica,52
2004,Thailand,53
2004,Jordan,54
2004,Romania,55
2004,Lebanon,56
2004,North Macedonia,58
2004,Tunisia,59
2004,Serbia,61
2004,Ukraine,62
2004,Kazakhstan,64
2004,Ecuador,65
2004,Algeria,66
2004,Peru,68
2004,Mongolia,69
2004,Armenia,70
2004,Brazil,71
2004,Belarus,72
2004,Colombia,73
2004,Moldova,74
2004,Georgia,76
2004,Philippines,77
2004,China,78
2004,Azerbaijan,79
2004,Morocco,80
2004,Indonesia,83
2004,India,84
2004,Nicaragua,85
2004,Pakistan,86
2004,Nepal,87
2005,Canada,1
2005,Australia,1
2005,United States,2
2005,Switzerland,3
2005,Norway,4
2005,Finland,5
2005,Netherlands,6
2005,Denmark,7
2005,Germany,8
2005,Ireland,8
2005,Austria,9
2005,Sweden,10
2005,Belgium,11
2005,New Zealand,12
2005,United Kingdom,13
2005,Qatar,14
2005,Japan,15
2005,Iceland,16
2005,United Arab Emirates,17
2005,France,18
2005,Singapore,19
2005,Kuwait,22
2005,Spain,23
2005,Cyprus,24
2005,Italy,24
2005,Greece,25
2005,Israel,26
2005,Slovenia,28
2005,Bahrain,29
2005,Malta,30
2005,Estonia,31
2005,Portugal,33
2005,Hungary,34
2005,Lithuania,36
2005,Chile,37
2005,Poland,38
2005,Saudi Arabia,39
2005,Croatia,40
2005,Malaysia,41
2005,Latvia,42
2005,Uruguay,43
2005,Bulgaria,44
2005,Montenegro,45
2005,Mexico,46
2005,South Africa,47
2005,Panama,48
2005,Thailand,49
2005,Argentina,50
2005,Costa Rica,52
2005,Jordan,53
2005,Romania,54
2005,Lebanon,55
2005,Tunisia,56
2005,North Macedonia,58
2005,Serbia,59
2005,Kazakhstan,59
2005,Ukraine,60
2005,Armenia,62
2005,Ecuador,64
2005,Algeria,65
2005,Peru,66
2005,Belarus,67
2005,Colombia,68
2005,Brazil,69
2005,Georgia,70
2005,Mongolia,71
2005,China,72
2005,Moldova,73
2005,Philippines,75
2005,Azerbaijan,75
2005,Morocco,77
2005,Indonesia,79
2005,India,80
2005,Nicaragua,81
2005,Pakistan,82
2005,Nepal,83
2006,Norway,1
2006,Denmark,2
2006,Switzerland,3
2006,Canada,4
2006,Netherlands,5
2006,Finland,6
2006,Australia,7
2006,Ireland,8
2006,United States,9
2006,Germany,10
2006,Austria,11
2006,United Kingdom,12
2006,Sweden,13
2006,Belgium,14
2006,Japan,15
2006,Qatar,16
2006,Singapore,17
2006,New Zealand,18
2006,Iceland,19
2006,France,20
2006,United Arab Emirates,21
2006,Kuwait,23
2006,Italy,24
2006,Israel,26
2006,Spain,27
2006,Greece,28
2006,Cyprus,29
2006,Estonia,31
2006,Malta,32
2006,Slovenia,33
2006,Bahrain,34
2006,Portugal,36
2006,Hungary,37
2006,Chile,39
2006,Lithuania,40
2006,Poland,41
2006,Saudi Arabia,42
2006,Latvia,43
2006,Croatia,44
2006,Malaysia,45
2006,Uruguay,46
2006,Romania,47
2006,Bulgaria,48
2006,Mexico,49
2006,Montenegro,50
2006,Argentina,51
2006,Panama,52
2006,South Africa,53
2006,Serbia,54
2006,Jordan,55
2006,Thailand,56
2006,Tunisia,57
2006,Costa Rica,58
2006,North Macedonia,60
2006,Kazakhstan,61
2006,Lebanon,62
2006,Colombia,63
2006,Armenia,64
2006,Ukraine,65
2006,Georgia,66
2006,Brazil,67
2006,Algeria,69
2006,Belarus,71
2006,China,72
2006,Peru,73
2006,Ecuador,74
2006,Mongolia,75
2006,Moldova,76
2006,Azerbaijan,77
2006,Philippines,80
2006,Morocco,81
2006,Indonesia,83
2006,India,84
2006,Nicaragua,85
2006,Pakistan,86
2006,Nepal,87
2007,Norway,1
2007,Denmark,2
2007,Australia,3
2007,Switzerland,4
2007,Netherlands,5
2007,United States,6
2007,Finland,7
2007,Canada,8
2007,United Kingdom,9
2007,Germany,10
2007,Singapore,11
2007,Ireland,12
2007,Austria,13
2007,Belgium,14
2007,Sweden,15
2007,Japan,15
2007,New Zealand,16
2007,Qatar,17
2007,France,18
2007,Iceland,19
2007,United Arab Emirates,20
2007,Cyprus,23
2007,Italy,24
2007,Spain,25
2007,Kuwait,27
2007,Israel,28
2007,Greece,29
2007,Slovenia,30
2007,Malta,31
2007,Estonia,33
2007,Bahrain,34
2007,Portugal,35
2007,Hungary,36
2007,Chile,37
2007,Poland,39
2007,Latvia,40
2007,Saudi Arabia,41
2007,Croatia,42
2007,Lithuania,43
2007,Malaysia,44
2007,Romania,45
2007,Uruguay,46
2007,Bulgaria,47
2007,Jordan,48
2007,Argentina,49
2007,Panama,50
2007,Montenegro,51
2007,Costa Rica,53
2007,Mexico,54
2007,Serbia,55
2007,Tunisia,57
2007,South Africa,58
2007,North Macedonia,59
2007,Armenia,60
2007,Kazakhstan,61
2007,Thailand,62
2007,Georgia,63
2007,Lebanon,65
2007,Ukraine,66
2007,China,67
2007,Brazil,68
2007,Belarus,70
2007,Algeria,71
2007,Azerbaijan,72
2007,Peru,73
2007,Colombia,74
2007,Mongolia,75
2007,Moldova,76
2007,Ecuador,77
2007,Philippines,79
2007,Morocco,80
2007,Indonesia,82
2007,India,84
2007,Nicaragua,85
2007,Pakistan,86
2007,Nepal,87
2008,Switzerland,1
2008,Australia,2
2008,Canada,3
2008,Norway,4
2008,Germany,5
2008,United States,6
2008,Netherlands,7
2008,Denmark,8
2008,United Kingdom,9
2008,Sweden,10
2008,Ireland,11
2008,Singapore,12
2008,France,13
2008,Austria,14
2008,Qatar,15
2008,Finland,15
2008,Belgium,16
2008,Japan,17
2008,New Zealand,18
2008,Cyprus,20
2008,Iceland,21
2008,United Arab Emirates,22
2008,Spain,23
2008,Italy,25
2008,Israel,26
2008,Kuwait,27
2008,Slovenia,28
2008,Malta,29
2008,Greece,30
2008,Portugal,31
2008,Estonia,32
2008,Bahrain,33
2008,Hungary,36
2008,Poland,37
2008,Chile,39
2008,Lithuania,40
2008,Latvia,41
2008,Croatia,42
2008,Saudi Arabia,43
2008,Malaysia,44
2008,Uruguay,45
2008,Romania,46
2008,Kazakhstan,47
2008,Bulgaria,50
2008,Argentina,51
2008,Mexico,52
2008,Montenegro,53
2008,Jordan,54
2008,Costa Rica,55
2008,Tunisia,56
2008,Panama,57
2008,South Africa,58
2008,Serbia,59
2008,North Macedonia,60
2008,Brazil,60
2008,Lebanon,61
2008,Georgia,62
2008,Thailand,63
2008,Ukraine,64
2008,Belarus,66
2008,Armenia,68
2008,Colombia,69
2008,Moldova,70
2008,China,71
2008,Azerbaijan,71
2008,Mongolia,72
2008,Peru,73
2008,Algeria,74
2008,Ecuador,75
2008,Philippines,77
2008,Morocco,78
2008,Indonesia,80
2008,India,82
2008,Nicaragua,83
2008,Pakistan,84
2008,Nepal,85
2009,Switzerland,1
2009,Norway,2
2009,Australia,3
2009,Denmark,4
2009,Singapore,5
2009,United States,6
2009,Finland,7
2009,Netherlands,8
2009,Canada,8
2009,Ireland,9
2009,Qatar,10
2009,Belgium,11
2009,United Kingdom,12
2009,Germany,13
2009,Sweden,14
2009,Austria,16
2009,Japan,17
2009,France,19
2009,New Zealand,20
2009,United Arab Emirates,21
2009,Cyprus,22
2009,Spain,22
2009,Iceland,23
2009,Israel,24
2009,Slovenia,25
2009,Italy,26
2009,Kuwait,27
2009,Greece,28
2009,Estonia,29
2009,Malta,30
2009,Portugal,33
2009,Bahrain,34
2009,Poland,35
2009,Lithuania,37
2009,Chile,38
2009,Latvia,39
2009,Hungary,40
2009,Saudi Arabia,41
2009,Croatia,42
2009,Malaysia,43
2009,Romania,44
2009,Uruguay,45
2009,Argentina,46
2009,Panama,47
2009,Bulgaria,48
2009,Costa Rica,50
2009,Montenegro,51
2009,Jordan,52
2009,Mexico,53
2009,South Africa,54
2009,Lebanon,55
2009,Serbia,56
2009,Kazakhstan,57
2009,North Macedonia,58
2009,Thailand,59
2009,Brazil,60
2009,Tunisia,61
2009,Georgia,62
2009,China,64
2009,Armenia,65
2009,Ukraine,66
2009,Moldova,67
2009,Belarus,68
2009,Colombia,69
2009,Peru,71
2009,Mongolia,72
2009,Azerbaijan,73
2009,Morocco,74
2009,Algeria,75
2009,Ecuador,77
2009,Philippines,79
2009,Indonesia,80
2009,India,82
2009,Nicaragua,83
2009,Pakistan,84
2009,Nepal,85
2010,Norway,1
2010,Switzerland,2
2010,Denmark,3
2010,Ireland,4
2010,Australia,5
2010,Canada,6
2010,United States,7
2010,Germany,8
2010,Netherlands,9
2010,Finland,10
2010,United Kingdom,11
2010,Sweden,12
2010,Singapore,13
2010,Qatar,14
2010,Belgium,15
2010,New Zealand,16
2010,Japan,17
2010,Austria,18
2010,France,20
2010,United Arab Emirates,22
2010,Iceland,23
2010,Italy,24
2010,Spain,25
2010,Cyprus,26
2010,Israel,27
2010,Estonia,28
2010,Kuwait,29
2010,Slovenia,30
2010,Malta,31
2010,Greece,34
2010,Bahrain,35
2010,Portugal,36
2010,Poland,38
2010,Chile,39
2010,Lithuania,40
2010,Saudi Arabia,41
2010,Hungary,42
2010,Latvia,43
2010,Croatia,44
2010,Uruguay,45
2010,Malaysia,46
2010,Romania,47
2010,Costa Rica,48
2010,Panama,49
2010,South Africa,51
2010,Bulgaria,52
2010,Argentina,54
2010,Lebanon,55
2010,Montenegro,56
2010,Mexico,57
2010,Kazakhstan,58
2010,Brazil,59
2010,Serbia,60
2010,Jordan,61
2010,North Macedonia,62
2010,Thailand,63
2010,Tunisia,64
2010,Georgia,65
2010,Armenia,66
2010,Belarus,67
2010,China,68
2010,Colombia,69
2010,Peru,70
2010,Ukraine,71
2010,Algeria,72
2010,Moldova,73
2010,Mongolia,74
2010,Morocco,76
2010,Ecuador,77
2010,Azerbaijan,78
2010,Philippines,80
2010,Indonesia,83
2010,India,84
2010,Nicaragua,85
2010,Pakistan,86
2010,Nepal,87
2011,Switzerland,1
2011,Norway,2
2011,Denmark,3
2011,Qatar,4
2011,Netherlands,5
2011,Australia,6
2011,United States,7
2011,Ireland,8
2011,Canada,9
2011,Finland,10
2011,Japan,11
2011,Germany,12
2011,Singapore,13
2011,Sweden,14
2011,Belgium,15
2011,United Kingdom,16
2011,New Zealand,17
2011,Austria,19
2011,France,20
2011,United Arab Emirates,21
2011,Iceland,22
2011,Italy,24
2011,Cyprus,26
2011,Israel,27
2011,Spain,28
2011,Slovenia,29
2011,Kuwait,30
2011,Estonia,31
2011,Malta,32
2011,Greece,34
2011,Bahrain,35
2011,Portugal,36
2011,Poland,38
2011,Chile,39
2011,Hungary,40
2011,Lithuania,41
2011,Saudi Arabia,42
2011,Latvia,43
2011,Croatia,44
2011,Uruguay,45
2011,Argentina,47
2011,Malaysia,48
2011,Bulgaria,49
2011,Kazakhstan,50
2011,Romania,52
2011,Montenegro,53
2011,Costa Rica,54
2011,South Africa,55
2011,Brazil,56
2011,Serbia,57
2011,Mexico,58
2011,Panama,59
2011,Lebanon,60
2011,Jordan,61
2011,Thailand,62
2011,North Macedonia,63
2011,Tunisia,64
2011,Georgia,65
2011,Mongolia,68
2011,Peru,69
2011,Belarus,70
2011,Colombia,71
2011,China,72
2011,Armenia,73
2011,Algeria,74
2011,Moldova,75
2011,Ecuador,76
2011,Ukraine,77
2011,Morocco,79
2011,Azerbaijan,80
2011,Philippines,81
2011,Indonesia,84
2011,India,85
2011,Nicaragua,86
2011,Nepal,87
2011,Pakistan,88
2012,Norway,1
2012,Switzerland,2
2012,Australia,3
2012,Japan,4
2012,Denmark,5
2012,Canada,6
2012,Singapore,7
2012,Netherlands,8
2012,Qatar,9
2012,New Zealand,10
2012,Ireland,11
2012,Finland,12
2012,Belgium,13
2012,United Kingdom,14
2012,Sweden,16
2012,United States,17
2012,Germany,18
2012,Bahrain,19
2012,Austria,20
2012,Iceland,21
2012,France,22
2012,Israel,23
2012,United Arab Emirates,24
2012,Saudi Arabia,25
2012,Cyprus,26
2012,Kuwait,27
2012,Malta,28
2012,Italy,30
2012,Spain,32
2012,Slovenia,33
2012,Estonia,34
2012,Greece,35
2012,Chile,37
2012,Portugal,38
2012,Uruguay,39
2012,Lithuania,40
2012,Poland,42
2012,Latvia,43
2012,Hungary,44
2012,Croatia,45
2012,Costa Rica,46
2012,Malaysia,47
2012,South Africa,48
2012,Kazakhstan,49
2012,Argentina,50
2012,Lebanon,53
2012,Brazil,54
2012,Montenegro,55
2012,Bulgaria,56
2012,Panama,57
2012,Jordan,58
2012,Georgia,59
2012,Romania,60
2012,Mexico,61
2012,Thailand,62
2012,Armenia,63
2012,Serbia,64
2012,Mongolia,65
2012,Azerbaijan,65
2012,Colombia,67
2012,Tunisia,69
2012,Ukraine,70
2012,China,71
2012,Morocco,72
2012,Peru,73
2012,Belarus,74
2012,North Macedonia,75
2012,Moldova,76
2012,Ecuador,77
2012,Indonesia,78
2012,Algeria,79
2012,Philippines,81
2012,Nicaragua,84
2012,India,85
2012,Nepal,86
2012,Pakistan,87
2013,Norway,1
2013,Switzerland,2
2013,Australia,3
2013,Denmark,4
2013,New Zealand,5
2013,Singapore,6
2013,Canada,7
2013,Japan,8
2013,Finland,9
2013,Sweden,10
2013,Ireland,11
2013,Netherlands,12
2013,Belgium,13
2013,Bahrain,14
2013,United Kingdom,15
2013,Qatar,16
2013,Iceland,17
2013,Germany,18
2013,Austria,19
2013,United States,20
2013,France,22
2013,Israel,23
2013,Cyprus,25
2013,United Arab Emirates,26
2013,Malta,27
2013,Italy,28
2013,Slovenia,30
2013,Estonia,31
2013,Spain,32
2013,Kuwait,33
2013,Greece,34
2013,Saudi Arabia,36
2013,Portugal,37
2013,Chile,38
2013,Armenia,39
2013,Poland,41
2013,Uruguay,42
2013,Lithuania,43
2013,Latvia,44
2013,Croatia,45
2013,Hungary,46
2013,Costa Rica,47
2013,Malaysia,48
2013,Argentina,49
2013,Kazakhstan,52
2013,Montenegro,53
2013,South Africa,54
2013,Romania,55
2013,Lebanon,56
2013,Panama,57
2013,Bulgaria,58
2013,Azerbaijan,59
2013,Jordan,60
2013,Mongolia,61
2013,Georgia,62
2013,Brazil,63
2013,China,64
2013,Serbia,65
2013,Mexico,66
2013,Thailand,67
2013,Colombia,70
2013,Belarus,71
2013,North Macedonia,72
2013,Tunisia,73
2013,Ukraine,74
2013,Peru,75
2013,Ecuador,76
2013,Moldova,77
2013,Algeria,78
2013,Philippines,79
2013,Morocco,80
2013,Indonesia,81
2013,Nicaragua,82
2013,India,85
2013,Nepal,87
2013,Pakistan,88
2014,Switzerland,1
2014,Norway,2
2014,Australia,3
2014,Singapore,4
2014,Denmark,5
2014,New Zealand,6
2014,Finland,7
2014,Ireland,8
2014,Canada,9
2014,Netherlands,10
2014,United Kingdom,11
2014,Iceland,12
2014,Sweden,13
2014,Japan,14
2014,Belgium,15
2014,Germany,17
2014,Qatar,18
2014,United States,19
2014,France,20
2014,Austria,21
2014,Israel,23
2014,United Arab Emirates,24
2014,Cyprus,25
2014,Malta,27
2014,Italy,27
2014,Estonia,28
2014,Slovenia,29
2014,Spain,30
2014,Kuwait,31
2014,Bahrain,32
2014,Greece,33
2014,Saudi Arabia,35
2014,Portugal,36
2014,Chile,37
2014,Poland,38
2014,Lithuania,40
2014,Uruguay,41
2014,Latvia,42
2014,Croatia,43
2014,Hungary,44
2014,Costa Rica,45
2014,Malaysia,46
2014,Argentina,47
2014,Kazakhstan,48
2014,Panama,50
2014,Montenegro,51
2014,China,52
2014,Bulgaria,54
2014,Romania,55
2014,Jordan,56
2014,Mongolia,57
2014,Lebanon,58
2014,Serbia,59
2014,Georgia,60
2014,South Africa,61
2014,Belarus,62
2014,Azerbaijan,63
2014,Brazil,64
2014,Thailand,65
2014,Mexico,66
2014,North Macedonia,69
2014,Colombia,70
2014,Peru,71
2014,Armenia,72
2014,Ukraine,73
2014,Tunisia,74
2014,Ecuador,75
2014,Moldova,76
2014,India,77
2014,Nicaragua,78
2014,Algeria,78
2014,Morocco,79
2014,Philippines,80
2014,Indonesia,81
2014,Nepal,85
2014,Pakistan,86
2015,Switzerland,1
2015,Norway,2
2015,Australia,3
2015,Singapore,4
2015,Denmark,5
2015,New Zealand,6
2015,Canada,7
2015,Ireland,8
2015,United Kingdom,9
2015,Finland,11
2015,Netherlands,12
2015,Iceland,13
2015,United States,14
2015,Qatar,15
2015,Belgium,16
2015,Japan,17
2015,Sweden,18
2015,Germany,19
2015,France,21
2015,Austria,22
2015,Kuwait,23
2015,United Arab Emirates,24
2015,Israel,25
2015,Cyprus,27
2015,Malta,28
2015,Italy,29
2015,Estonia,29
2015,Slovenia,30
2015,Bahrain,31
2015,Spain,32
2015,Portugal,34
2015,Greece,35
2015,Chile,36
2015,Saudi Arabia,37
2015,Lithuania,38
2015,Poland,39
2015,Uruguay,41
2015,Latvia,42
2015,Costa Rica,43
2015,Croatia,44
2015,Argentina,45
2015,Malaysia,46
2015,Hungary,47
2015,Panama,49
2015,China,50
2015,Kazakhstan,51
2015,Jordan,53
2015,Bulgaria,54
2015,Romania,55
2015,Montenegro,56
2015,Lebanon,57
2015,Thailand,58
2015,Serbia,59
2015,Belarus,60
2015,Georgia,61
2015,South Africa,62
2015,Azerbaijan,63
2015,Mongolia,64
2015,India,65
2015,Mexico,66
2015,Brazil,67
2015,Peru,69
2015,North Macedonia,71
2015,Ecuador,72
2015,Armenia,73
2015,Colombia,74
2015,Ukraine,75
2015,Tunisia,76
2015,Philippines,77
2015,Indonesia,78
2015,Moldova,79
2015,Algeria,80
2015,Morocco,82
2015,Nicaragua,84
2015,Pakistan,86
2015,Nepal,87
2016,Switzerland,1
2016,Norway,2
2016,Singapore,3
2016,Australia,5
2016,United States,6
2016,Denmark,6
2016,Japan,7
2016,New Zealand,8
2016,Iceland,9
2016,Netherlands,10
2016,Canada,11
2016,United Kingdom,12
2016,Ireland,13
2016,Finland,14
2016,Qatar,15
2016,Sweden,16
2016,Belgium,17
2016,Germany,18
2016,United Arab Emirates,20
2016,Israel,21
2016,Austria,22
2016,France,23
2016,Kuwait,24
2016,Malta,26
2016,Estonia,27
2016,Italy,28
2016,Spain,29
2016,Slovenia,30
2016,Bahrain,31
2016,Cyprus,32
2016,Saudi Arabia,34
2016,Portugal,35
2016,Lithuania,36
2016,Chile,36
2016,Poland,37
2016,Greece,39
2016,Argentina,40
2016,Latvia,41
2016,Costa Rica,42
2016,Uruguay,43
2016,China,44
2016,Croatia,45
2016,Hungary,46
2016,Malaysia,47
2016,Panama,48
2016,India,50
2016,Bulgaria,51
2016,Romania,52
2016,Jordan,54
2016,Lebanon,55
2016,Montenegro,56
2016,Thailand,57
2016,Georgia,58
2016,Serbia,59
2016,Belarus,60
2016,South Africa,62
2016,Kazakhstan,63
2016,Mexico,64
2016,Ecuador,65
2016,Peru,67
2016,Mongolia,68
2016,North Macedonia,69
2016,Armenia,70
2016,Brazil,71
2016,Tunisia,72
2016,Colombia,73
2016,Indonesia,75
2016,Ukraine,76
2016,Azerbaijan,77
2016,Algeria,79
2016,Philippines,80
2016,Morocco,81
2016,Nicaragua,82
2016,Moldova,83
2016,Nepal,84
2016,Pakistan,85
2017,Switzerland,1
2017,Norway,2
2017,Iceland,3
2017,Singapore,4
2017,Australia,5
2017,Japan,7
2017,United States,8
2017,Canada,9
2017,New Zealand,10
2017,Denmark,11
2017,Netherlands,12
2017,Ireland,13
2017,Finland,14
2017,Sweden,16
2017,United Arab Emirates,17
2017,Qatar,18
2017,Belgium,19
2017,Germany,20
2017,United Kingdom,21
2017,Austria,22
2017,Israel,23
2017,France,25
2017,Kuwait,26
2017,Italy,27
2017,Malta,28
2017,Bahrain,29
2017,Estonia,30
2017,Slovenia,31
2017,Spain,32
2017,Cyprus,33
2017,Portugal,35
2017,Chile,36
2017,Saudi Arabia,37
2017,Lithuania,38
2017,Uruguay,39
2017,Greece,40
2017,Poland,42
2017,Latvia,43
2017,Costa Rica,44
2017,Hungary,45
2017,Croatia,46
2017,China,47
2017,Argentina,48
2017,Malaysia,49
2017,Panama,50
2017,India,51
2017,Mongolia,52
2017,Jordan,53
2017,Romania,55
2017,Bulgaria,57
2017,Thailand,58
2017,Montenegro,59
2017,Lebanon,60
2017,Kazakhstan,61
2017,South Africa,62
2017,Georgia,63
2017,Serbia,64
2017,Brazil,65
2017,Belarus,67
2017,Ecuador,68
2017,Peru,70
2017,North Macedonia,71
2017,Mexico,72
2017,Armenia,73
2017,Indonesia,74
2017,Colombia,75
2017,Tunisia,76
2017,Ukraine,78
2017,Azerbaijan,79
2017,Algeria,80
2017,Moldova,81
2017,Philippines,82
2017,Nicaragua,83
2017,Morocco,84
2017,Nepal,86
2017,Pakistan,87
2018,Switzerland,1
2018,Norway,2
2018,Iceland,3
2018,Singapore,4
2018,Australia,5
2018,Denmark,7
2018,Netherlands,8
2018,Japan,9
2018,Canada,10
2018,New Zealand,11
2018,Ireland,12
2018,United States,13
2018,Finland,14
2018,Sweden,16
2018,Belgium,17
2018,Germany,18
2018,Austria,19
2018,United Kingdom,20
2018,Israel,21
2018,United Arab Emirates,22
2018,Qatar,23
2018,France,23
2018,Malta,25
2018,Estonia,26
2018,Italy,27
2018,Slovenia,28
2018,Bahrain,29
2018,Spain,30
2018,Cyprus,31
2018,Kuwait,33
2018,Portugal,34
2018,Chile,35
2018,Greece,36
2018,Lithuania,37
2018,Saudi Arabia,38
2018,Poland,40
2018,Latvia,41
2018,Uruguay,42
2018,China,43
2018,Malaysia,44
2018,Croatia,45
2018,Hungary,46
2018,Costa Rica,47
2018,Argentina,48
2018,Panama,49
2018,Thailand,51
2018,India,52
2018,Montenegro,53
2018,Romania,53
2018,Bulgaria,54
2018,Kazakhstan,56
2018,Jordan,57
2018,South Africa,58
2018,Nicaragua,59
2018,Serbia,60
2018,Georgia,61
2018,Lebanon,62
2018,Mongolia,63
2018,Belarus,64
2018,North Macedonia,65
2018,Brazil,66
2018,Ecuador,68
2018,Peru,69
2018,Armenia,70
2018,Mexico,71
2018,Indonesia,73
2018,Colombia,74
2018,Tunisia,75
2018,Moldova,77
2018,Azerbaijan,78
2018,Ukraine,79
2018,Algeria,80
2018,Philippines,81
2018,Morocco,82
2018,Nepal,84
2018,Pakistan,85
2019,Switzerland,1
2019,Norway,2
2019,Iceland,4
2019,Australia,5
2019,Singapore,6
2019,Japan,7
2019,Netherlands,8
2019,Denmark,9
2019,United States,10
2019,Canada,11
2019,New Zealand,13
2019,Finland,14
2019,Ireland,15
2019,Germany,16
2019,Sweden,17
2019,Austria,18
2019,Belgium,19
2019,Qatar,20
2019,United Kingdom,21
2019,France,22
2019,Israel,23
2019,United Arab Emirates,24
2019,Bahrain,26
2019,Malta,27
2019,Slovenia,28
2019,Italy,29
2019,Estonia,30
2019,Spain,31
2019,Cyprus,32
2019,Kuwait,34
2019,Portugal,35
2019,Saudi Arabia,36
2019,Chile,37
2019,Lithuania,38
2019,Greece,39
2019,Latvia,40
2019,Poland,41
2019,Uruguay,43
2019,Croatia,44
2019,Malaysia,45
2019,Hungary,46
2019,Costa Rica,47
2019,China,48
2019,Panama,49
2019,Thailand,50
2019,Romania,51
2019,Bulgaria,53
2019,Montenegro,54
2019,Jordan,55
2019,Georgia,55
2019,Kazakhstan,56
2019,India,57
2019,Argentina,58
2019,South Africa,60
2019,Serbia,61
2019,Mongolia,62
2019,Belarus,63
2019,Lebanon,64
2019,North Macedonia,65
2019,Peru,66
2019,Armenia,67
2019,Ecuador,68
2019,Brazil,70
2019,Mexico,71
2019,Indonesia,73
2019,Moldova,74
2019,Colombia,75
2019,Ukraine,76
2019,Azerbaijan,77
2019,Tunisia,78
2019,Philippines,79
2019,Algeria,80
2019,Morocco,81
2019,Nicaragua,83
2019,Nepal,85
2019,Pakistan,86
2020,Switzerland,1
