Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Myanmar,50.713,51.215,51.498,51.87,52.246,52.516,52.982,53.305,53.474,53.944,54.362,54.646,54.955,55.202,55.472,55.642,55.877,56.076,56.085,56.565,56.661,57.014,57.251,57.631,57.956,58.259,58.941,59.243,59.794,59.881,60.155,60.416,60.725,60.98,61.25,61.599,61.893,62.371,56.506,63.155,63.329,63.901,64.141,64.815,65.056,65.561,65.685,65.843,66.465,66.61,66.797,65.672,67.256,
Middle East & North Africa (excluding high income),50.62930345,51.29751208,51.86330948,52.43405502,53.24375654,53.84600635,54.28165844,55.59957271,56.13601604,57.3647402,57.71709364,57.57455252,58.04970682,59.62749729,60.938542,61.73435652,62.3061983,63.02284902,63.39417595,64.33416663,64.35124668,65.58270646,66.15719949,66.46992884,66.64814085,66.96619722,67.35734455,67.63385599,67.8527991,68.28348147,68.64149747,68.97329522,69.32606752,69.14334688,69.62476627,69.90737182,70.09165496,70.42584048,70.68353986,71.02221905,71.27684186,71.52285846,71.37764715,71.40574681,71.70277903,71.98618912,72.25648838,72.76700114,72.98437342,73.14391859,72.172697,71.89987573,72.29705086,
Montenegro,69.09219512,69.53017073,70.37419512,70.59307317,71.2207561,71.1742439,71.56995122,71.35153659,71.14492683,70.48282927,71.60912195,71.23978049,71.18114634,71.13168293,72.76826829,73.85436585,74.24546341,75.09441463,76.23753659,75.53790244,75.56687805,75.68260976,74.36536585,74.63329268,73.24553659,74.109,73.46302439,73.47907317,73.31421951,72.6407561,73.8184878,74.06941463,73.9064878,73.93173171,74.56395122,73.98292683,73.83902439,74.33902439,75.13658537,75.14390244,75.9902439,75.98292683,76.2,76.4902439,76.44146341,76.44878049,76.44146341,76.48536585,76.84146341,76.68292683,75.93170732,73.82439024,76.18780488,
Mongolia,52.678,53.345,54.016,54.631,55.215,55.65,55.432,55.501,55.547,55.573,55.64,55.693,55.777,56.232,56.687,56.841,56.911,57.388,57.87,58.344,58.765,59.237,59.641,60.038,60.405,60.612,60.305,60.815,61.765,62.529,62.882,63.279,63.518,64.208,64.796,64.879,65.513,65.97,66.382,66.766,67.182,67.439,68.111,68.585,69.047,69.498,69.865,70.237,71.199,71.822,72.141,70.975,72.667,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,41.755,41.739,41.59,41.707,42.065,42.582,42.635,42.7,42.795,42.744,42.801,40.536,40.703,40.83,38.38,38.657,40.681,40.843,43.844,44.143,44.469,44.66,44.949,45.354,45.606,46.04,46.636,47.408,48.024,48.812,49.491,50.065,50.59,50.87,51.249,51.561,51.961,52.566,53.164,53.788,54.198,54.869,55.639,56.492,57.274,58.151,59.038,59.771,60.526,61.166,61.172,59.325,59.625,
Mauritania,51.038,51.387,51.656,51.898,52.184,52.65,52.917,53.37,53.855,54.474,55.061,55.662,56.275,56.682,57.16,57.575,57.992,58.581,59.141,59.322,59.77,59.936,60.261,60.379,60.336,60.259,60.063,60.452,60.609,60.819,61.028,61.185,61.268,61.347,61.593,61.656,61.891,62.228,62.399,62.8,63.105,63.346,63.578,63.911,64.155,64.485,64.768,65.083,65.31,65.687,64.532,64.364,64.691,
Mauritius,61.00036585,60.98897561,60.73346341,61.05670732,61.6437561,62.35580488,62.86678049,63.76209756,64.59392683,65.30643902,65.8164878,66.54795122,67.0347561,67.28563415,67.34390244,67.49063415,67.77104878,68.09697561,68.36121951,68.95,69.40487805,69.95609756,70.05853659,70.10731707,70.15853659,70.32585366,70.32292683,70.40487805,70.60731707,70.96097561,71.66341463,71.76585366,71.96585366,72.11707317,72.26585366,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,74.17707317,73.6802439,73.51463415,
Malawi,36.731,37.239,37.904,38.544,39.271,40.222,41.227,42.233,43.29,44.268,45.094,45.701,45.991,46.038,45.579,44.947,44.343,43.811,43.383,43.34,43.323,43.312,43.413,43.388,43.561,43.641,43.441,43.131,42.848,43.568,44.518,45.895,47.221,48.79,50.453,52.044,53.238,53.946,54.604,55.448,56.381,57.455,58.679,59.729,60.899,61.378,62.209,62.977,63.276,64.119,63.717,62.904,62.898,
Malaysia,63.111,63.584,64.083,64.62,65.209,65.712,66.277,66.811,67.285,67.762,68.245,68.852,69.24,69.567,69.937,70.318,70.458,70.666,70.896,71.117,71.307,71.442,71.526,71.826,72.163,72.384,72.327,72.284,72.168,72.283,72.775,73.344,73.563,73.796,73.898,74.096,74.164,74.211,74.25,74.227,74.442,74.746,74.944,75.035,75.146,75.094,75.289,75.476,75.644,75.76,75.938,74.884,76.26,
North America,70.98528237,71.29047685,71.32595389,71.52952958,72.07966775,72.6935882,72.95296398,73.34913402,73.47003714,73.90780935,73.75503132,74.15489713,74.49424755,74.6196276,74.73659588,74.73592874,74.79563308,74.96373994,74.97253051,75.22662687,75.43630626,75.58795167,75.83783741,75.6464215,75.84264346,75.85550697,76.24444016,76.62556281,76.78245935,76.805024,76.88515443,77.0885957,77.19229282,77.30040777,77.73477783,77.74605793,77.96879441,78.23960639,78.30377144,78.65486419,78.81720388,78.92396965,79.03287767,79.04169766,79.13625911,79.00365825,78.87973542,78.87247485,78.96584089,79.14135663,77.46271223,76.87265827,77.8387537,
Namibia,53.63,54.237,54.781,55.374,55.893,56.547,57.015,57.553,58.085,58.439,56.775,57.123,57.644,57.969,58.512,59.041,59.555,60.207,60.248,62.642,62.496,62.098,61.545,60.86,59.846,58.634,56.918,55.558,54.101,53.036,51.99,51.26,51.254,51.083,51.246,51.787,52.655,53.68,54.653,55.496,56.015,56.553,57.64,58.694,59.822,60.7,61.682,62.293,62.586,63.075,62.829,59.269,58.059,
New Caledonia,63.02926829,63.47804878,63.92682927,64.37560976,64.82439024,65.27317073,65.72195122,66.17073171,66.30365854,66.43658537,66.5695122,66.70243902,66.9195122,68.58780488,68.06341463,68.76585366,69.06341463,69.42682927,69.45365854,69.08536585,70.48536585,70.35853659,71.61463415,71.65609756,70.67317073,72.0097561,71.99756098,71.73902439,74.37560976,73.87560976,75.16341463,74.83170732,75.10243902,75.27073171,75.47073171,75.72195122,76.07560976,76.47804878,76.6804878,76.9804878,77.2804878,76.63170732,77.07804878,77.17804878,77.23658537,77.2804878,76.93170732,77.53902439,80.00309756,80.41970732,80.83495122,79.12734146,80.98207317,
Niger,36.062,35.293,35.632,35.704,36.003,36.588,36.976,37.644,38.45,39.202,39.678,40.165,40.301,40.359,40.059,40.031,40.129,40.433,40.79,41.221,41.852,42.218,42.947,43.817,44.714,45.774,46.676,47.505,48.191,48.738,49.322,49.841,50.562,51.434,52.589,53.59,54.596,55.553,56.508,57.396,58.367,58.994,59.65,60.239,60.786,61.083,61.629,62.16,62.454,62.897,61.451,61.576,62.08,
Nigeria,39.713,40.48,41.273,42.011,42.791,43.662,44.721,45.558,46.019,46.215,46.349,46.493,46.513,46.638,46.55,46.317,45.975,46.018,46.072,46.182,46.037,45.691,45.668,45.788,45.513,45.487,45.567,45.792,46.036,46.614,47.193,47.619,47.928,48.441,48.767,49.297,49.73,50.033,50.225,50.712,50.945,51.357,51.497,51.707,51.791,51.841,52.043,52.305,52.554,52.91,52.887,52.676,53.633,
Nicaragua,54.95,55.322,48.626,55.725,55.85,56.036,56.299,56.243,53.571,50.813,57.914,58.198,58.605,56.794,56.131,56.501,57.775,57.66,60.3,62.475,63.096,63.931,64.266,64.685,65.181,65.608,66.052,66.515,65.209,67.12,67.234,67.215,67.18,67.217,67.423,67.936,68.725,69.559,70.586,71.433,72.009,72.416,72.615,72.704,72.812,72.983,73.256,73.554,73.85,74.054,71.795,73.837,74.615,
Netherlands,73.58560976,73.8095122,73.72707317,74.14390244,74.53682927,74.49878049,74.64707317,75.22146341,75.14512195,75.60609756,75.74317073,75.93439024,75.98853659,76.16414634,76.23317073,76.28463415,76.2704878,76.70512195,76.8902439,76.73414634,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.35853659,81.3097561,81.71463415,
Norway,74.08804878,74.17926829,74.34463415,74.44219512,74.75365854,74.81756098,75.0395122,75.38682927,75.41853659,75.41390244,75.67170732,75.86902439,76.01097561,76.06682927,76.22439024,75.91682927,76.24121951,76.08170732,76.2204878,76.5004878,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561,83.16341463,82.56097561,
Nepal,42.827,43.312,43.689,44.044,44.464,45.04,45.544,46.005,46.682,47.266,47.889,48.387,48.936,49.431,50.225,50.882,51.535,52.475,53.071,54.127,54.833,55.712,56.71,57.619,58.553,59.318,59.981,60.771,61.549,62.113,62.614,63.336,63.264,64.197,64.818,65.457,65.868,66.329,66.421,66.761,66.814,67.313,67.47,67.965,68.085,67.456,68.776,68.91,68.979,69.558,69.246,68.45,70.484,
Nauru,60.042,60.341,60.449,60.529,60.864,60.927,61.359,61.463,61.522,61.538,61.552,61.871,61.878,61.836,61.702,61.591,61.494,61.386,61.38,61.4,61.356,61.303,61.223,61.338,61.463,61.321,60.504,59.644,59.224,58.803,58.732,58.278,58.181,58.095,58.072,58.161,58.379,58.53,58.833,59.123,59.64,60.24,60.715,61.231,61.807,62.269,62.702,62.988,63.234,63.484,63.437,63.617,64.014,
New Zealand,71.27317073,71.77317073,71.82926829,71.66829268,71.92439024,72.2195122,72.42195122,72.16829268,73.0195122,73.06829268,72.82926829,73.62195122,73.72439024,73.77560976,74.37073171,73.82926829,74.12195122,74.17804878,74.42439024,74.82439024,75.37804878,76.03170732,76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756,82.25609756,82.20731707,82.76097561,
OECD members,69.4605939,69.75679113,70.01441928,70.20084446,70.59226769,70.89259661,71.16605455,71.5761357,71.74959366,72.1059966,72.17539396,72.56183264,72.91554908,73.05410131,73.36365021,73.45214434,73.77351656,74.06703794,74.20764074,74.44798455,74.60307479,74.79537146,75.06615133,75.16822685,75.45626603,75.54634,75.91982175,76.25545148,76.45866388,76.57453305,76.91642858,77.20344117,77.3786971,77.50530396,77.89854342,78.01183134,78.29782144,78.50505311,78.65647436,78.92002473,79.09273511,79.31967793,79.47425581,79.6707997,79.91900465,79.79414235,79.90687404,79.93333515,80.01157175,80.22354188,78.89938358,78.66620549,79.63079875,
Oman,47.678,48.934,49.571,50.859,52.098,53.297,55.221,56.257,57.709,59.151,60.447,61.646,62.96,64.217,65.254,66.272,67.014,67.887,68.58,69.156,69.782,70.189,70.656,71.165,71.385,71.99,72.191,72.415,72.97,73.184,73.466,73.808,73.869,74.14,74.329,74.396,74.48,74.461,74.612,74.681,76.269,76.608,77.061,77.246,77.446,77.687,77.916,77.924,77.966,78.002,74.757,72.541,73.935,
Other small states,59.8759913,60.19538771,60.52858111,60.87225101,59.64922061,60.13688896,60.53858212,60.77163176,60.7307572,61.05430509,61.92625104,62.26502444,62.56185938,62.81959391,63.37012158,63.68644532,64.05820416,64.5681758,64.83294648,65.55410106,65.6267077,65.6510149,65.64647152,65.75668898,65.43893978,65.60659103,65.92224878,65.93382052,65.80436604,65.59302448,66.86716654,67.13489773,67.29447565,67.50214428,67.78494107,68.10488483,68.4237025,68.8446204,69.28225147,69.75630918,70.31829304,70.71672987,71.12869334,71.58339159,71.9334268,72.29156327,72.62721997,73.01335464,73.24014831,73.47006331,73.17339644,72.3668987,72.87026256,
Pakistan,54.76,50.35,55.239,55.486,55.472,55.905,56.113,56.252,56.737,57.146,57.606,58.052,58.416,58.947,59.332,59.363,59.464,59.066,59.356,59.62,60.066,60.259,60.116,59.934,60.116,59.878,60.398,60.603,61.09,61.679,62.102,62.421,62.626,62.843,63.052,62.466,63.731,63.852,64.036,64.14,64.436,64.648,64.782,65.15,65.284,65.697,65.88,66.297,66.482,66.756,66.269,66.098,66.431,
Panama,65.083,65.787,66.457,67.087,67.653,68.079,68.381,68.603,68.761,68.989,69.254,69.586,69.939,70.27,70.543,70.732,70.833,70.888,70.888,69.936,71.097,71.207,71.462,71.8,72.096,72.385,72.675,72.97,73.279,73.622,74.001,74.414,74.824,75.218,75.544,75.829,76.012,76.154,76.225,76.343,76.448,76.627,76.819,77.038,77.248,77.468,77.653,77.795,77.863,77.81,76.657,76.223,76.826,
Peru,47.16,56.163,56.737,57.085,57.483,57.905,58.266,58.617,58.973,59.303,59.589,59.847,60.015,60.161,60.467,61.292,62.024,62.804,63.601,64.352,65.106,65.434,66.149,66.681,67.227,67.644,68.147,68.605,69.082,69.743,70.424,71.041,71.661,72.217,72.668,72.986,73.172,73.223,73.377,73.466,73.711,74.133,74.544,74.967,75.333,75.621,75.789,75.879,76.009,76.156,73.665,72.377,73.385,
Philippines,61.692,61.988,61.831,61.641,61.68,61.704,61.614,62.149,62.185,62.349,62.499,62.555,62.784,62.992,63.112,63.505,63.745,64.335,64.898,65.464,65.909,66.304,67.088,67.542,67.942,68.223,68.614,68.884,69.1,69.298,69.413,69.614,69.781,69.924,70.037,70.24,70.282,70.483,70.564,70.633,70.754,70.788,70.881,70.835,71.151,71.268,71.387,71.516,71.689,71.865,72.119,69.266,72.187,
Palau,,,,,,,,,,,,,,,,,,,,,69.06926829,,,,,71.84463415,,,,,70.49365854,,,,,69.12926829,,,,,,,,,,,,,,,,,,
Papua New Guinea,52.127,52.579,53.215,53.869,54.48,55.039,55.569,56.037,56.554,57.003,57.435,57.831,58.109,58.368,58.593,58.866,58.959,59.213,59.336,59.58,59.721,59.908,60.218,60.506,60.756,61.049,61.105,61.377,60.629,61.672,61.72,61.773,61.698,61.797,61.761,61.801,61.917,62.034,62.571,62.788,63.039,63.526,63.733,63.961,64.259,64.701,64.84,65.103,65.182,65.474,65.787,65.351,65.958,
Poland,69.86829268,69.61219512,70.66585366,70.66341463,71.11707317,70.56097561,70.65609756,70.40243902,70.35121951,70.75121951,70.09756098,71.05121951,71.10243902,71,70.8,70.54878049,70.84878049,70.89756098,71.33170732,71.04390244,70.8902439,70.58780488,71.0902439,71.59512195,71.69512195,71.89268293,72.24634146,72.64634146,72.99756098,73.04390244,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.5,75.50243902,77.30487805,
Pre-demographic dividend,43.1994002,43.81508157,44.11694645,44.98513146,45.41919758,45.86477199,46.45769799,47.00869572,47.28835338,47.63077673,47.77564171,48.03760741,48.20014535,47.97832134,47.74843908,47.89467833,48.4184432,47.97854633,47.53816989,48.68847961,48.72872621,48.64986201,48.56316302,49.0575882,49.90104942,49.71632546,49.72926763,49.97010471,49.63320215,50.72839995,51.473936,51.92156143,52.36811614,52.88379279,53.33980165,53.93977917,54.57857535,55.08678014,55.61365438,56.30800351,56.81196828,57.38710652,57.8697927,58.33005929,58.75219654,59.11937126,59.52391506,59.95061135,60.35483878,60.72165737,60.24953184,59.87258063,60.50302117,
Puerto Rico,71.048,71.198,71.302,71.581,71.634,71.92,72.262,72.616,72.816,73.04,73.226,73.36,73.524,73.484,73.531,73.083,73.718,73.839,73.852,73.853,73.89,73.913,73.939,74.029,74.083,74.364,74.585,74.92,75.194,75.536,75.977,76.456,76.728,76.874,77.143,77.237,77.415,77.621,77.841,77.877,78.01,78.316,78.461,78.777,78.929,79.695,80.27,79.258,79.77,79.063,78.041,80.162,79.72,
"Korea, Dem. People's Rep.",60.571,61.176,61.807,62.386,62.962,63.526,64.143,64.655,65.187,65.672,66.158,66.658,67.167,67.677,68.19,68.681,69.147,69.442,69.803,70.039,70.21,70.313,70.824,71.871,70.718,60.894,60.956,60.974,60.906,60.798,60.763,60.745,60.792,69.546,69.437,69.285,69.085,68.911,68.958,69.732,70.419,70.978,71.626,72.319,72.942,72.784,72.805,72.978,73.031,73.198,73.274,73.284,73.578,
Portugal,67.07317073,66.77073171,68.32439024,67.52439024,68.0195122,68.3097561,68.86097561,70.01219512,70.31707317,71.16829268,71.21463415,71.61463415,72.41463415,72.26585366,72.51463415,72.81463415,73.26585366,73.66585366,73.71463415,74.26585366,73.96585366,74.01463415,74.31219512,74.51219512,74.91463415,75.31219512,75.26097561,75.41219512,75.71219512,75.96341463,76.31463415,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,80.97560976,81.37804878,81.5804878,
Paraguay,62.684,62.803,62.935,63.066,63.233,63.445,63.705,63.941,64.132,64.448,64.749,65.023,65.385,65.614,65.966,66.315,66.656,67.012,67.319,67.469,67.944,68.173,68.395,68.633,68.824,69.009,69.202,69.325,69.478,69.634,69.75,69.9,70.025,70.297,70.481,70.527,70.781,71.106,71.384,71.635,71.887,72.131,72.454,72.757,72.878,73.191,73.534,73.644,73.568,73.621,73.182,70.262,70.475,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,67.934,68.306,68.592,68.853,69.413,69.662,70.055,70.396,70.632,70.855,70.388,69.887,70.969,71.053,71.182,72.067,71.915,72.153,72.413,72.608,73.004,73.243,73.466,74.029,72.622,74.406,74.554,74.833,74.793,75.241,74.403,73.473,73.444,
Pacific island small states,59.82368002,60.19277843,60.46180397,60.42949666,61.01216765,61.04594507,61.66045361,61.91110494,62.36044827,62.7406608,62.84997628,63.04117443,63.2443381,63.65552048,64.09659581,64.52004528,64.63559731,64.92031947,65.25944493,65.42753888,65.70301232,65.87955546,66.09130681,66.27283445,66.47968642,66.7313987,66.90856825,67.0374725,67.23718663,67.3133508,67.30394873,67.41204518,67.20526611,67.51969951,67.68820691,67.83041239,67.98573346,67.96521287,68.12384038,68.02361267,68.39569841,68.53138452,68.59709178,68.62577395,68.64263989,68.56220876,68.82751124,69.11886489,69.21374829,69.29425141,69.3649211,69.16359418,69.73483484,
Post-demographic dividend,70.74742161,71.05122674,71.25444435,71.42484611,71.78698935,72.09495959,72.36560432,72.75000271,72.8922131,73.2129296,73.2464688,73.58769174,73.91919738,74.01548355,74.28087953,74.40277437,74.72321322,75.01057178,75.1127952,75.35244469,75.46730731,75.59403655,75.70998902,75.72228268,76.03881249,76.05965181,76.43728983,76.77489597,76.99081499,77.09723801,77.34935178,77.64400013,77.7961535,77.90922371,78.33916304,78.4264197,78.75864735,79.00585143,79.15085843,79.47560958,79.68505849,79.9503195,80.0836715,80.26020958,80.51571187,80.38174735,80.53913305,80.5833926,80.67013971,80.89804374,79.99832139,79.73794491,80.16761519,
French Polynesia,62.429,62.681,62.936,63.206,63.501,63.889,64.378,64.936,65.549,66.235,67.14,68.012,68.884,69.804,70.772,71.644,72.471,72.897,73.468,73.787,73.983,74.149,74.419,74.804,75.311,76.008,76.833,77.7,78.386,79.18,79.536,79.685,79.711,79.703,79.696,79.736,79.842,80.02,80.301,80.665,81.039,81.429,81.759,82.017,82.214,82.354,82.488,82.618,82.783,82.996,82.217,79.486,83.55,
Qatar,66.532,67.133,67.612,68.049,68.552,69.008,69.385,69.837,70.19,70.581,70.801,71.304,71.504,71.709,72.186,72.381,72.587,73.019,73.164,73.594,73.982,73.966,74.122,74.243,74.348,74.25,74.685,74.787,74.809,74.8,74.828,75.263,75.412,75.565,75.961,76.064,76.57,77.016,77.427,77.878,78.425,78.891,79.227,79.536,79.768,80.064,80.433,80.717,80.898,80.99,79.099,79.272,81.559,
Romania,67.48241463,68.50414634,68.4702439,69.00560976,69.4997561,69.61390244,69.69878049,69.74195122,69.4804878,69.15317073,69.09097561,69.36829268,69.53170732,69.72634146,69.65878049,69.70682927,69.49634146,69.22682927,69.38804878,69.53073171,69.74121951,69.78439024,69.78439024,69.56341463,69.5097561,69.45609756,69.10487805,69.00487805,69.80731707,70.51219512,71.16341463,71.16097561,71.0097561,71.3097561,71.56097561,71.91219512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.2097561,75.35853659,75.60731707,74.25365854,72.8097561,75.30487805,
Russian Federation,68.13365854,68.37658537,68.30853659,68.29463415,68.3202439,67.72390244,67.48756098,67.37634146,67.39097561,67.11439024,67.03390244,67.26390244,67.80609756,67.65268293,67.20268293,67.85682927,69.3897561,69.44,69.46439024,69.17170732,68.88609756,68.47439024,66.87317073,64.93585366,64.46707317,64.69073171,65.85414634,66.69878049,67.0297561,65.98219512,65.48365854,65.38341463,65.12878049,65.02756098,65.47097561,65.5297561,66.72756098,67.58682927,67.94926829,68.68463415,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,69.9002439,72.54560976,
Rwanda,47.153,46.829,46.498,45.905,45.304,44.698,44.647,44.797,45.48,46.659,47.963,49.422,50.692,51.319,51.64,51.734,51.638,51.477,50.976,50.22,48.431,46.519,44.319,42.166,14.098,39.969,40.698,40.64,41.681,44.616,47.129,49.021,51.032,53.368,55.491,57.316,58.714,59.965,61.134,61.958,62.54,63.261,64.009,64.426,64.94,65.298,65.737,65.941,66.251,66.437,66.774,66.072,67.129,
South Asia,48.28075165,46.71243736,49.62706176,50.08581876,50.58649512,51.19119806,51.71118206,52.19652131,52.71030297,53.21273039,53.7582889,54.31738995,54.82958596,55.37277904,55.84152276,56.29403112,56.82177582,57.22722802,57.67314959,58.05577908,58.56024242,58.73664102,59.3765808,59.71141771,60.1037148,60.45769238,60.82523063,61.34399001,61.9292523,62.55714898,62.89296615,63.30370735,63.77152964,64.19977294,64.54003483,64.9162981,65.37140474,65.63227682,65.96100708,66.25459145,66.75099424,67.14243659,67.63201789,68.1214015,68.6382507,69.14378351,69.60957244,69.97928938,70.25347861,70.47275497,69.74833092,67.57912905,68.16093302,
Saudi Arabia,52.715,53.773,54.792,55.932,57.017,58.068,58.966,59.947,60.872,61.697,62.698,63.472,64.304,65.053,65.689,66.33,66.921,67.4,67.972,68.491,68.948,69.366,69.925,70.303,70.705,71.011,71.273,71.483,71.879,72.136,72.467,72.974,73.337,73.628,74.153,74.588,74.81,75.046,75.274,75.431,75.763,76.234,76.461,76.626,76.757,76.918,77.064,77.16,77.212,77.304,76.239,76.936,77.905,
Sudan,45.534,49.646,49.925,53.069,53.23,53.377,53.462,53.648,53.44,53.559,53.934,54.078,54.321,47.45,46.22,46.458,51.481,43.441,35.923,49.337,49.732,50.213,45.891,46.575,56.644,51.991,52.276,52.833,48.81,57.015,58.319,58.562,58.976,58.2,56.773,57.279,60.281,61.256,61.206,62.644,63.016,63.246,63.792,63.678,64.269,64.659,64.78,65.445,65.681,65.876,65.614,65.267,65.578,
Senegal,40.825,41.219,41.753,42.557,43.211,44.099,45.098,46.152,47.197,48.196,49.142,49.85,50.564,51.153,52.015,52.758,53.928,54.819,55.774,56.438,56.948,57.139,57.112,56.996,56.955,56.839,56.672,56.591,56.418,56.609,56.943,57.564,58.231,59.122,60.027,60.915,61.75,62.543,63.242,63.923,64.615,65.262,65.457,66.072,66.452,66.879,67.497,67.75,68.097,68.526,68.006,67.093,67.913,
Singapore,68.91312195,69.18834146,69.34678049,69.73980488,70.20134146,70.78343902,71.16507317,71.37112195,71.5467561,71.63921951,72.1902439,72.58780488,72.68780488,73.03658537,73.2902439,73.8902439,74.24634146,74.54878049,74.69756098,74.94634146,75.29512195,75.64634146,75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.29756098,83.59512195,83.54390244,83.09268293,82.89512195,
Solomon Islands,56.072,56.978,57.797,58.594,59.356,58.078,60.749,60.864,61.911,62.388,62.8,63.161,63.509,63.762,63.998,64.29,63.76,64.764,64.973,65.186,65.392,65.579,65.767,65.958,66.188,66.381,66.59,66.742,66.92,67.069,67.225,67.364,67.515,67.644,67.801,67.936,68.09,67.986,68.404,68.466,68.732,68.908,69.084,69.188,69.234,69.583,69.801,69.988,70.173,70.382,70.199,70.348,70.742,
Sierra Leone,38.793,39.269,39.767,40.217,40.691,41.173,41.631,42.06,42.46,42.873,43.13,43.364,43.571,43.8,43.916,43.888,43.792,44.047,44.047,44.021,44.057,43.506,43.621,43.594,42.925,42.716,43.68,43.715,42.789,42.071,45.05,45.661,46.359,46.963,47.577,48.237,49.323,50.365,51.526,52.626,53.693,54.62,55.451,56.313,56.393,57.189,58.404,58.652,59.796,60.255,59.763,60.062,60.411,
El Salvador,51.41,52.241,53.019,54.048,54.668,54.875,54.627,54.024,53.245,52.2,47.975,48.161,51.105,52.203,54.85,57.025,57.741,59.669,61.476,59.685,62.55,63.856,64.657,65.235,65.838,66.33,67.076,67.895,68.478,69.379,69.865,69.598,70.232,70.14,70.34,70.44,70.773,71.108,71.424,71.576,71.848,71.859,71.831,71.771,71.746,71.814,72.025,72.311,72.555,72.559,71.061,70.748,71.475,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,45.557,45.747,45.94,46.131,43.818,44.182,44.568,46.918,46.95,47.305,47.489,47.666,47.83,48.166,48.459,48.281,48.37,48.903,43.835,46.717,47.105,26.565,27.312,50.648,50.327,50.6,50.447,50.195,50.66,50.525,50.66,50.74,50.731,50.614,50.538,50.661,50.597,50.515,51.12,51.853,50.563,51.304,53.161,53.843,54.277,54.857,55.044,55.654,56.375,57.078,55.967,55.28,56.107,
Serbia,66.09546341,66.52943902,67.11443902,67.52739024,68.00568293,68.1822439,68.45529268,68.74673171,68.6737561,68.59890244,68.79063415,68.72521951,68.66829268,68.28490244,68.37834146,68.78080488,68.904,69.0934878,69.51570732,69.77078049,70.22921951,70.61770732,70.80092683,70.96556098,71.25065854,71.6894878,71.4852439,71.58436585,71.18729268,69.71543902,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.47804878,72.7804878,75.48219512,
