LE_at_birth,Access_to_Electricity,Gender_Development_Index,Human_Development_Index,Gender_Inequality_Index
,20.5,0.878,,
,99.9,1.013,0.773,0.311
,,1.02,0.798,0.329
,100.0,0.987,,0.235
69.874,99.7,0.942,0.687,
73.036,99.3,1.021,0.767,0.491
73.704,97.9,0.998,0.672,0.319
,96.8,0.958,0.709,0.482
,85.2,,,0.432
,29.2,0.929,0.548,0.585
55.626,,0.945,,0.583
62.417,68.0,0.659,0.474,0.728
,38.4,,0.552,0.54
,,0.968,0.785,0.225
78.853,100.0,0.92,,0.161
,,0.997,0.845,0.356
73.676,99.4,0.982,0.76,0.305
82.14878049,100.0,0.961,,0.123
,100.0,0.963,0.905,
70.881,100.0,0.949,0.741,
59.235,6.9,0.919,,
,,0.972,,
,,,,
57.823,,0.874,0.402,0.605
69.565,,0.87,0.574,0.583
74.86097561,95.3,,0.805,
79.246,100.0,,,
76.33,99.5,,0.751,0.173
72.47073171,,1.018,,0.157
,91.1,0.95,0.712,0.433
,89.5,,,0.474
,,0.989,0.75,0.444
,100.0,1.022,0.787,0.3
69.707,87.4,0.926,0.606,0.53
61.996,58.0,0.979,,
50.902,11.5,,0.368,0.687
81.74487805,100.0,0.984,,0.115
82.79756098,100.0,0.968,,
79.339,,,0.836,0.3
76.452,100.0,,0.717,0.235
,61.5,0.837,,
58.476,56.3,0.865,0.542,
75.827,97.8,0.993,0.746,0.46
79.403,99.6,0.977,,0.313
77.87,98.5,0.958,0.769,
80.402,100.0,0.974,,
78.17560976,,0.985,0.881,0.145
80.4902439,100.0,0.966,0.934,0.078
80.3,100.0,0.98,0.933,
72.713,98.4,0.994,0.722,0.478
,99.2,0.857,0.731,0.438
76.369,98.0,,0.755,0.404
70.052,99.9,0.895,0.694,0.572
,100.0,0.98,,
77.14146341,100.0,1.025,0.88,
62.373,30.8,0.855,0.441,
80.97560976,,0.989,0.926,
,91.8,,0.726,0.398
82.2195122,100.0,0.99,0.887,
64.776,86.4,0.914,0.685,0.562
81.00487805,100.0,,,0.153
,,0.979,0.777,0.364
62.42,,0.906,0.6,
57.791,32.2,,0.429,0.644
,16.3,0.873,,
81.28536585,100.0,0.968,,0.121
71.728,88.1,,,0.529
67.473,,,,
71.963,87.2,0.985,0.603,
,100.0,0.981,0.838,0.122
62.605,,0.892,0.521,0.633
75.56585366,100.0,,0.84,0.25
69.264,,,,0.487
68.46,83.1,0.831,0.607,
80.94878049,,0.977,0.908,0.121
74.449,99.8,0.863,0.769,0.525
68.253,,0.81,,0.568
,100.0,,0.929,
,100.0,0.973,,0.117
82.6902439,100.0,0.969,0.882,0.086
73.412,,0.975,,
,99.7,0.872,0.719,0.473
83.33195122,100.0,0.964,0.91,
70.62,,1.009,,
,40.1,,0.554,
69.304,50.9,0.907,0.562,0.501
,100.0,0.932,0.901,0.108
79.164,,,0.819,0.216
78.765,,0.893,0.759,0.458
59.943,,0.837,0.475,0.658
72.34,77.1,0.966,0.716,0.252
74.239,90.2,,0.756,0.395
49.002,26.9,0.991,0.49,
73.91463415,100.0,,0.854,0.137
81.8,100.0,0.979,0.921,
73.98292683,100.0,1.024,0.843,
72.122,97.2,0.838,0.635,0.481
69.099,,1.014,0.746,0.253
,12.9,0.944,,0.579
79.057,99.4,0.937,0.718,0.374
74.739,99.1,,0.76,0.371
75.4,99.7,0.938,0.75,0.154
57.357,32.4,,,0.665
81.74634146,,0.959,,0.193
64.815,56.5,,0.543,0.549
76.4902439,99.7,0.966,0.817,
,81.2,1.022,,0.336
56.492,,,0.427,0.554
63.911,37.6,,0.531,
,,0.952,0.782,0.362
59.729,,0.91,0.478,0.58
75.035,,0.964,0.785,0.27
58.694,47.4,,0.611,0.484
60.239,15.2,0.81,0.362,0.664
,,0.85,0.506,
72.704,81.9,,0.634,
81.30487805,100.0,0.966,0.929,
81.75121951,100.0,,0.949,0.049
67.965,77.4,0.927,0.57,0.498
81.40487805,,0.971,0.929,0.146
77.246,100.0,0.93,0.809,0.335
65.15,89.3,0.741,0.518,0.561
77.038,89.1,0.995,0.79,0.493
74.967,,,,0.43
70.835,87.5,0.975,0.692,
63.961,17.8,0.909,0.518,
77.0,100.0,,0.863,0.15
80.72195122,100.0,0.987,,0.098
,99.0,0.97,,
,100.0,,0.834,0.54
75.06341463,98.1,0.984,0.81,0.314
70.57878049,100.0,1.023,0.817,
64.426,15.2,,0.508,0.423
76.626,100.0,,0.845,0.307
63.678,43.1,0.858,0.497,
,57.0,0.89,0.496,0.542
82.24634146,,,0.923,0.07
,13.5,,,0.653
,,0.98,0.667,
75.18536585,,,0.785,
,3.8,0.841,,0.606
66.328,,,,0.536
,94.6,,,0.488
76.41219512,100.0,,0.848,0.186
80.32195122,100.0,0.989,0.9,0.07
81.95609756,,,0.932,0.048
51.486,57.5,0.952,,0.564
,90.4,0.862,0.573,
50.781,8.1,,,0.701
58.684,41.0,0.808,,
,,0.998,,0.364
68.885,99.0,,0.656,
68.74,99.9,0.954,,0.217
66.44,,0.903,,0.411
70.505,95.1,0.964,0.725,0.429
,100.0,0.987,0.806,0.364
,99.7,0.91,,
76.297,100.0,0.917,0.799,0.354
62.96,,0.932,0.51,0.569
59.763,13.9,0.907,0.509,0.548
,100.0,1.014,0.773,0.305
,,1.017,,0.333
,100.0,0.989,0.917,
69.99,99.8,0.945,,0.29
73.196,99.4,1.019,,0.488
,,1.0,0.676,0.32
72.391,97.0,0.953,0.71,0.475
,85.2,0.973,0.704,0.431
59.878,30.1,0.933,0.554,
57.458,,0.942,,
62.545,89.5,0.63,0.479,0.718
60.04,32.0,,0.563,0.531
78.407,,,0.792,
,100.0,0.921,,
,100.0,0.995,0.846,0.351
,99.7,0.985,0.764,0.313
,,,0.931,0.117
,100.0,,0.909,0.083
71.116,100.0,0.958,0.745,0.345
59.868,7.0,,0.426,
81.28780488,100.0,,0.921,0.068
59.125,,0.852,0.524,0.618
58.359,19.2,0.881,0.408,0.601
69.986,62.4,,0.583,0.568
74.46585366,,0.992,,0.232
,100.0,,0.83,0.23
75.659,,0.917,0.756,
72.97073171,,,0.812,0.149
73.311,,0.972,,0.426
67.163,90.0,0.94,0.684,
,,,0.754,
76.476,100.0,1.027,0.789,0.294
70.049,91.4,0.925,0.617,0.51
,60.0,0.983,,0.485
50.566,,,,0.684
81.78439024,100.0,0.985,0.925,0.109
83.19756098,,0.969,,0.042
,,0.967,0.841,0.288
,,0.967,,0.233
,61.9,0.848,0.502,
58.935,56.8,0.837,0.551,0.584
76.043,97.8,0.989,,0.433
78.774,99.4,,0.796,
77.853,98.7,0.954,,0.313
80.771,100.0,,0.865,0.117
78.82439024,,0.985,0.887,
81.0902439,,0.965,0.937,0.078
80.7,100.0,,0.932,0.035
,,0.993,0.728,
,99.3,,0.735,0.439
76.622,,0.958,0.76,0.396
70.415,99.8,0.89,0.699,
83.22926829,100.0,0.98,0.884,0.079
,,1.021,,
,27.2,0.879,,
,100.0,,0.927,0.061
,93.0,0.941,0.729,
82.7195122,100.0,0.989,0.892,
,87.1,0.91,0.694,0.561
81.30487805,,0.98,,0.144
73.099,,0.982,0.784,0.362
,,0.919,0.6,
57.886,33.5,,0.435,0.637
58.61,,,,0.637
81.38536585,100.0,0.968,0.879,0.118
71.964,85.5,0.932,0.637,0.523
,86.9,0.964,0.681,0.477
72.259,88.7,0.983,,
77.47804878,100.0,0.99,,
,39.6,0.898,0.525,0.63
,100.0,0.988,0.838,0.248
69.533,97.0,,,0.485
69.074,85.1,,0.619,0.558
81.34878049,100.0,0.977,0.914,0.115
74.782,100.0,0.86,,0.527
68.914,,0.813,0.67,0.571
82.86097561,100.0,0.977,0.938,
,,0.974,,0.114
83.0902439,100.0,0.971,0.883,0.082
72.982,93.3,1.0,0.714,
,,0.874,0.719,0.468
,,0.966,0.914,0.124
,,1.008,0.799,0.229
61.816,36.0,0.928,0.558,0.538
69.736,56.1,0.91,,0.493
81.72195122,,0.934,,
79.445,,1.0,0.823,0.319
,99.7,0.893,0.75,
59.121,9.4,,0.472,0.657
71.511,75.5,0.976,,0.26
74.651,92.7,0.961,0.76,0.387
50.033,,,0.496,0.555
74.51707317,100.0,1.023,0.861,0.135
82.22926829,100.0,0.993,,0.071
74.12439024,100.0,,0.846,0.235
,97.3,,0.644,0.476
69.031,,1.013,0.75,0.277
64.255,23.0,0.944,0.502,0.562
79.424,100.0,0.937,0.728,
,99.2,0.952,,0.366
75.45121951,99.8,0.945,,
57.9,34.2,0.845,0.415,
82.04634146,,0.964,0.881,
65.056,52.0,0.956,0.553,0.552
,97.7,0.977,0.819,
69.047,,,0.729,0.331
57.274,24.8,0.918,0.433,0.548
64.155,38.8,,,0.637
74.19439024,99.5,,0.793,0.37
,,,0.487,0.589
,99.7,0.977,0.792,
,48.4,1.007,,
60.786,15.7,0.813,,0.66
,,0.862,0.512,0.675
72.812,,1.0,,
,100.0,0.963,,0.038
82.1,,0.997,,
68.085,84.9,0.934,0.576,0.498
81.45682927,,0.963,0.93,0.141
77.446,,0.932,0.814,0.331
65.284,90.1,0.746,0.527,0.555
,90.8,,0.794,0.438
75.333,,,,
71.151,89.8,0.978,0.696,0.436
64.259,18.1,,0.533,0.586
,100.0,1.005,0.865,0.145
81.12195122,100.0,,0.848,0.091
72.878,,0.971,0.716,0.461
79.768,,1.02,0.839,
,,0.987,0.811,
70.74365854,100.0,1.02,0.818,0.277
64.94,19.8,,,0.417
76.757,100.0,,0.852,0.303
64.269,,,0.504,
66.452,61.0,0.886,0.502,0.538
82.49512195,100.0,0.984,,0.061
,18.8,,,
71.746,95.1,0.977,0.666,0.395
,99.7,0.971,,0.159
54.973,4.3,0.855,0.41,0.604
66.845,68.6,0.908,,0.533
69.782,94.6,0.999,0.736,0.485
76.81219512,,0.989,0.849,
81.07804878,,0.999,0.902,
,100.0,0.993,0.935,0.044
53.05,65.0,0.961,0.559,0.562
63.153,90.2,,,0.482
51.202,8.4,,0.393,0.699
58.853,45.7,0.814,0.505,0.595
77.415,99.5,1.009,0.778,0.419
69.069,99.1,0.898,0.656,
,,,0.734,
66.787,,,0.622,0.404
70.54,95.9,0.965,,0.64
74.215,100.0,0.988,0.809,0.363
75.65,99.8,0.914,,0.284
,,0.922,,0.346
63.873,23.5,0.934,,0.57
60.408,,0.907,0.512,0.545
71.18658537,,,0.773,
77.366,99.7,1.018,0.808,
78.84146341,100.0,0.99,0.919,
,,0.946,0.698,0.289
72.853,100.0,1.019,0.77,
73.855,99.2,1.001,,0.317
,,0.953,0.711,
,85.9,0.978,0.712,
60.699,27.9,0.941,0.557,0.579
,,,0.576,0.545
62.659,71.5,,0.478,0.706
60.655,,0.893,,0.53
,,0.984,0.795,
79.223,,,,
76.76,,1.0,0.848,0.345
74.436,100.0,0.986,0.766,
82.4,100.0,0.963,0.933,0.111
,100.0,,0.91,0.084
,100.0,0.958,0.748,0.335
,7.9,0.931,,0.517
80.99268293,,0.972,,
59.377,29.6,0.861,0.529,0.622
58.845,16.2,0.886,0.418,0.619
70.491,74.0,0.876,0.602,0.557
,96.6,0.992,0.809,0.218
,,0.932,0.858,
,99.7,,0.761,
73.62439024,97.4,1.014,,
73.187,,0.976,0.708,0.418
67.318,,0.945,0.69,0.439
74.332,99.7,,0.753,0.437
,100.0,1.03,0.791,0.299
70.343,95.4,,,
,,0.981,,0.489
,,,,
81.81560976,100.0,0.984,,0.103
82.89756098,,0.97,0.954,0.039
79.746,,0.965,,0.277
76.977,,0.971,0.733,0.224
,,0.858,0.513,0.648
,58.6,0.874,0.56,0.582
,,,0.754,0.43
74.62,,,,0.402
79.086,,0.98,0.798,0.31
77.772,,0.952,0.773,0.312
80.966,100.0,0.98,,0.117
,,0.986,0.891,0.139
80.64146341,,0.969,0.938,0.078
80.70243902,100.0,0.978,0.936,0.035
72.953,98.6,1.004,0.736,0.471
75.622,99.4,0.865,,0.429
,,0.96,,0.388
70.483,,0.903,0.706,
,100.0,0.981,0.889,0.074
77.5902439,,1.026,0.882,0.13
63.649,,0.889,0.46,0.536
81.4804878,,0.989,,0.054
,,0.939,0.729,0.346
82.32195122,,0.988,0.892,0.097
,87.3,0.909,,0.557
80.95609756,100.0,0.969,,0.13
73.297,100.0,,0.79,0.355
,74.0,0.912,0.607,0.554
58.134,,0.838,0.44,
59.128,20.1,0.875,0.472,0.635
81.03658537,,,0.88,0.122
72.103,90.5,,0.639,0.522
68.201,88.0,0.965,0.684,0.476
,90.0,,0.613,0.424
77.27560976,,,0.843,
63.237,40.8,,0.529,0.628
75.56829268,100.0,,,0.247
69.699,97.5,,0.695,0.478
69.636,,0.838,,0.525
81.45365854,100.0,0.975,0.925,0.109
75.124,100.0,0.866,0.776,0.514
,99.4,,,0.555
,100.0,0.974,,0.063
82.05121951,100.0,,0.909,0.104
82.54390244,100.0,0.968,0.882,0.079
72.394,94.9,0.982,0.713,0.392
,99.9,0.876,,0.464
83.79390244,100.0,0.967,0.918,
,100.0,0.997,0.805,0.214
,41.6,0.929,0.561,
,62.7,0.916,0.574,
,,,0.909,0.096
79.562,100.0,1.005,0.83,
79.229,99.7,,0.746,0.464
59.148,15.2,0.846,,
71.698,73.8,0.975,0.699,0.267
,94.3,0.964,0.764,0.389
51.101,,,,
74.32195122,100.0,1.023,0.862,0.136
82.29268293,100.0,0.984,0.915,0.067
,100.0,1.027,0.85,0.227
72.92,97.3,0.844,0.654,0.451
,,1.016,0.749,0.264
64.339,,0.955,,0.559
79.695,99.8,0.936,0.736,0.362
74.682,,,0.768,0.349
75.40243902,99.9,0.939,0.762,0.155
,37.6,,,0.659
81.89756098,100.0,0.968,,
65.561,60.5,0.947,0.562,0.493
76.44878049,99.5,0.968,0.822,0.146
69.498,,1.029,0.732,0.336
58.151,24.0,0.924,0.44,0.54
64.485,39.5,,0.544,
,99.6,0.957,0.795,0.396
,10.8,0.95,0.491,
,99.9,,0.797,0.261
60.7,,1.0,0.628,
,,,0.376,0.656
51.841,52.5,0.862,,
72.983,83.2,0.96,0.647,0.442
,100.0,0.965,,0.033
82.30487805,100.0,0.993,,0.04
67.456,82.0,0.938,0.579,
81.61243902,100.0,,0.931,0.136
77.687,,0.936,0.823,
65.697,,,0.534,0.547
77.468,91.6,,0.8,
75.621,93.9,,0.759,
,89.1,0.979,0.698,0.43
,18.4,0.921,0.541,
77.45121951,100.0,1.006,,0.134
81.12439024,100.0,0.985,0.85,
,99.3,,,0.458
80.064,100.0,1.023,,
74.91219512,,0.975,0.813,0.318
71.18341463,95.5,,0.824,
65.298,,0.948,0.515,0.41
76.918,100.0,0.895,,0.293
64.659,48.0,0.865,0.508,0.572
66.879,,0.887,0.505,
82.74390244,100.0,0.981,,0.057
57.189,19.7,0.88,0.453,
,,0.981,0.668,0.385
75.28780488,,,,0.159
55.566,,0.851,,
67.249,67.3,0.905,0.596,0.528
,,,0.744,0.442
76.56341463,100.0,0.991,0.851,
80.77560976,,,0.903,
82.20487805,,0.991,0.937,
,64.1,,0.575,0.559
,90.0,,0.556,0.473
51.589,,0.763,0.389,0.697
59.396,,,0.514,0.592
77.717,99.6,,,
69.306,98.0,,0.657,0.329
68.782,100.0,0.957,,0.189
67.137,67.3,0.917,,0.397
70.607,,0.966,0.73,0.637
74.503,,,0.816,0.349
,,0.919,,
76.646,100.0,,,0.335
64.651,,,0.52,0.569
61.086,,0.911,,
,,,0.774,
,99.7,1.018,0.811,
,100.0,,0.92,0.219
70.475,,,0.701,0.297
,,1.018,0.767,0.487
73.876,,1.004,0.684,0.316
,98.2,0.955,0.716,0.443
63.95,85.3,,0.716,0.427
61.208,31.1,0.95,0.562,0.567
59.591,33.7,,0.582,0.54
63.136,97.7,0.682,0.481,0.692
,41.8,0.9,,0.529
78.86,,,0.798,0.191
79.335,100.0,0.921,0.87,0.118
76.308,99.9,0.996,,0.338
,,0.986,0.765,
,100.0,0.974,0.935,
,,0.964,,0.082
72.004,,0.955,0.75,0.328
60.793,8.5,0.929,,0.514
,100.0,0.973,0.927,0.06
59.539,37.0,0.867,0.53,0.618
59.326,16.6,,0.427,0.613
,75.9,0.893,0.612,0.551
74.81219512,,0.994,0.809,
,100.0,0.932,0.865,0.236
76.808,100.0,0.921,0.77,0.167
73.82682927,,,,0.121
73.399,93.3,0.977,0.712,0.41
67.628,91.8,0.948,0.701,0.43
74.442,,0.992,0.755,
76.815,100.0,1.043,0.794,0.296
,99.3,,0.638,0.486
65.464,,0.983,0.713,0.48
53.46,13.4,0.795,0.391,0.701
81.92487805,100.0,0.985,0.928,
,100.0,0.966,0.956,0.039
80.079,,0.966,0.85,0.259
77.218,100.0,0.975,0.74,0.221
,64.3,,0.524,0.645
60.233,59.8,0.873,,
76.471,,0.991,0.759,0.427
75.742,87.5,0.982,,0.391
79.459,,0.983,0.803,
,,0.954,,0.309
,100.0,0.981,0.877,0.101
79.02682927,,,,0.138
80.9902439,100.0,0.97,0.941,0.085
,100.0,0.979,,0.034
,,1.001,0.755,0.457
75.732,99.4,,0.743,0.428
,98.7,0.964,0.762,0.376
,,,0.713,
83.32926829,100.0,,,0.07
77.64146341,,1.025,0.885,0.126
,42.9,,,
81.42926829,100.0,,,
67.24,,0.945,,0.342
82.57317073,100.0,0.988,0.895,
65.802,88.1,,0.702,
81.15609756,100.0,,0.927,0.125
,100.0,0.984,0.794,0.326
63.89,,0.929,0.611,0.55
58.763,33.5,0.838,0.45,0.62
,,0.873,0.478,0.632
81.38780488,100.0,0.97,0.877,0.124
,91.8,0.931,,0.513
,,,0.691,
72.588,91.6,0.979,0.618,0.423
78.02195122,100.0,,,
63.392,40.4,,0.532,
,100.0,0.985,0.843,
69.798,,0.933,,0.469
70.117,89.6,0.848,0.639,
81.65365854,,0.977,0.929,
,100.0,,0.786,0.457
68.988,99.7,,0.679,0.543
,100.0,,,0.053
,100.0,,0.913,0.101
83.24390244,100.0,0.97,,
72.02,96.6,0.989,,0.379
75.215,,,,0.442
,100.0,0.968,0.921,0.102
,100.0,,0.805,0.19
62.163,,,0.569,0.527
,,0.925,,0.475
82.27560976,100.0,0.936,0.912,0.086
79.701,100.0,1.008,,
,99.8,0.892,,0.464
60.416,17.7,0.851,0.478,
71.756,72.2,0.975,0.696,0.268
75.331,,0.959,0.767,
,35.1,0.99,0.514,
74.67073171,100.0,1.023,0.868,0.138
82.68536585,,0.987,,0.063
,100.0,1.028,,
73.284,97.8,,0.661,
69.917,,1.014,0.756,0.257
,,0.948,0.505,0.556
79.872,100.0,0.934,0.741,0.355
,99.5,0.957,0.772,
75.4,100.0,0.938,0.767,
58.731,,0.861,0.421,0.677
,100.0,0.965,,
,55.6,,0.572,0.51
76.44146341,,,0.824,0.126
,90.8,1.03,0.733,
59.038,,,0.443,0.541
64.768,41.2,0.875,0.541,0.633
74.39487805,99.7,0.956,,0.391
,,0.956,,0.58
75.289,,0.977,,
,49.7,1.014,,0.454
,17.0,0.823,,
52.043,59.3,0.859,0.521,0.672
,83.9,0.959,0.653,0.434
,100.0,0.966,,
,100.0,,0.955,0.033
68.776,,0.942,,0.479
,100.0,0.971,0.934,0.126
77.916,100.0,0.93,0.833,0.334
65.88,,0.775,0.541,0.545
77.653,92.4,1.002,,0.425
,94.2,0.953,0.765,0.408
,92.0,0.982,,0.422
64.84,13.5,0.924,,
,100.0,1.007,0.872,0.132
81.12439024,,0.986,,0.078
73.534,98.4,0.974,,0.455
80.433,100.0,,0.85,
,99.1,,,0.32
71.65121951,99.4,1.017,0.828,0.247
65.737,,0.951,0.524,0.4
77.064,99.9,0.9,0.864,0.287
64.78,50.5,0.868,0.511,0.567
,,0.884,0.507,0.533
82.84634146,100.0,,,0.048
,,,,
72.025,,,0.671,0.377
,99.9,0.976,,
55.544,,0.85,0.402,0.598
67.492,69.4,0.906,,0.523
71.592,,1.001,0.747,0.44
77.16585366,100.0,0.99,0.854,0.192
,,1.002,0.91,
,100.0,0.986,,
56.659,63.4,,0.586,0.557
65.993,89.8,,0.56,
52.083,9.2,0.759,0.391,0.695
59.55,46.8,,0.518,0.59
78.049,99.9,0.996,,0.408
69.549,,0.904,0.66,
,100.0,,0.742,
,,,0.604,0.39
,97.0,0.967,0.735,
74.281,100.0,,0.815,0.347
,100.0,0.925,0.737,0.273
76.66,100.0,,0.823,
65.386,32.8,0.938,0.524,
,26.7,0.918,,
71.47634146,100.0,,0.779,
77.571,,1.021,0.815,0.29
78.53902439,,0.989,,0.216
,99.9,0.944,0.709,
72.058,99.4,1.018,0.757,0.499
73.938,,,,0.306
,98.9,0.957,0.717,0.409
64.747,,,0.719,0.418
61.794,35.4,,0.564,0.545
60.306,42.5,0.946,0.588,
63.016,97.7,0.703,0.482,0.678
61.68,42.9,0.9,0.597,0.538
79.047,99.9,,0.802,0.17
,100.0,,,0.112
76.833,100.0,0.993,0.851,0.328
74.906,99.7,0.99,0.768,
82.5,100.0,0.966,0.937,
,100.0,,0.916,0.072
72.248,,,0.753,
61.553,9.3,,0.428,0.51
,100.0,0.973,0.931,0.057
59.856,34.5,,,0.615
59.536,,0.893,0.438,
71.788,,0.902,,0.534
,,0.993,,0.208
79.689,,0.928,0.869,0.228
,100.0,0.922,0.772,0.162
,98.7,1.01,0.817,
73.562,,0.98,0.707,0.414
,91.8,0.95,,0.424
74.827,99.8,0.99,0.759,0.421
76.936,,1.033,,0.289
70.847,97.7,0.933,0.647,0.473
,67.4,,0.722,0.468
,,0.805,0.398,0.691
81.83292683,100.0,0.987,0.931,
,,0.967,0.957,
80.35,,0.965,0.853,
77.248,100.0,,0.747,
58.48,65.6,,0.534,
60.81,60.9,0.876,,0.578
76.646,98.5,0.991,0.761,
76.593,,,0.675,
79.377,,0.98,0.807,0.307
77.529,99.4,,0.779,
81.328,,0.981,0.887,0.105
78.97804878,100.0,,0.897,0.133
80.99268293,100.0,0.971,0.944,0.087
81.10243902,100.0,,,0.027
,,1.006,0.757,0.454
,99.5,,0.744,0.44
76.972,99.2,0.965,0.762,0.376
71.302,100.0,,,
,,,,
78.09268293,,1.024,,0.106
64.838,44.3,0.903,0.48,0.525
,,0.989,0.934,
67.79,96.0,0.935,,0.34
82.57560976,100.0,0.989,0.898,0.073
66.189,,0.907,,0.549
81.25609756,100.0,0.972,0.93,
,,,0.8,0.309
64.013,79.0,0.857,,0.538
59.109,,,0.458,0.614
60.066,,0.87,0.481,0.63
81.28780488,100.0,0.97,,0.129
72.551,93.3,,,0.52
,90.0,0.971,,
,,,,0.424
77.82682927,100.0,0.985,,
63.854,43.3,0.902,0.539,0.637
75.81707317,100.0,0.98,,0.248
,,0.933,0.704,0.455
70.467,,0.851,0.644,0.51
82.15609756,100.0,0.976,0.934,
75.971,99.9,0.888,,0.455
,99.9,0.81,0.685,0.571
82.66097561,100.0,0.977,0.954,0.056
82.55121951,100.0,,0.917,0.094
82.94634146,,0.968,0.888,0.07
71.911,97.4,0.991,0.715,0.372
75.502,,0.887,0.718,0.436
84.0997561,100.0,,,0.093
72.95,100.0,0.992,0.811,0.177
,55.8,0.936,,
70.515,89.1,0.919,0.586,0.47
,100.0,0.938,,0.08
79.781,100.0,1.008,0.835,0.258
79.654,99.9,0.894,,0.462
60.553,24.2,0.857,0.481,0.655
,,,0.714,0.264
,97.5,0.962,,0.372
,33.7,,0.518,0.56
,100.0,1.02,0.876,0.133
,100.0,,,0.058
74.62926829,100.0,1.03,0.86,
73.66,100.0,0.847,0.67,0.437
70.516,100.0,1.015,0.765,0.242
65.094,24.1,0.951,0.507,0.554
,,,0.746,0.346
74.138,100.0,0.959,0.775,0.336
75.95365854,100.0,0.938,0.773,0.143
,,0.849,,0.676
,100.0,,,0.188
,69.8,,0.58,0.513
76.48536585,100.0,0.972,0.83,
70.237,,1.025,0.732,0.326
,24.3,0.912,0.445,0.544
65.083,,,,
74.51463415,99.6,0.963,,
62.977,,,,0.576
,100.0,0.977,0.805,0.242
62.293,52.5,1.003,0.635,0.449
62.16,,,0.39,0.637
,54.4,0.861,0.526,0.67
73.554,84.6,0.958,,0.431
81.76097561,100.0,0.964,0.937,0.029
82.6097561,100.0,0.989,0.959,
68.91,86.6,0.931,0.594,0.469
81.85853659,100.0,,0.935,0.112
77.924,100.0,,0.831,0.333
66.297,,0.754,0.543,0.543
77.795,93.7,1.007,0.811,0.417
75.879,,0.951,0.77,
71.516,93.0,0.981,0.704,0.423
,19.2,0.925,,
77.75365854,,1.006,0.875,0.125
81.42439024,100.0,0.987,,0.077
,99.3,0.971,,
,100.0,,0.849,
75.2097561,100.0,0.982,0.823,0.283
,100.0,,,0.219
65.941,34.1,0.921,0.526,0.393
77.16,,0.898,0.86,
,53.0,,0.514,0.561
,61.7,0.88,,0.531
83.09512195,100.0,,0.935,0.048
,,0.887,0.466,0.64
,96.8,0.982,0.674,0.372
75.53902439,,,0.802,0.138
,,0.851,0.395,
,74.3,0.91,0.612,0.517
72.417,96.6,,0.75,
,100.0,0.991,0.856,0.193
81.02926829,,0.994,0.913,
,100.0,0.984,,
57.895,73.5,,0.596,
68.481,89.6,,,0.466
52.308,10.9,0.764,0.393,0.699
,48.0,,0.524,0.588
78.394,99.9,0.995,0.79,
,,,,0.28
,100.0,,0.741,0.184
,79.5,0.918,0.606,0.394
70.713,,,,
74.23,100.0,0.986,0.817,0.348
75.845,100.0,,0.74,
77.141,100.0,0.93,0.833,0.311
,32.1,0.939,,0.563
,,0.888,0.52,0.534
,100.0,1.014,0.782,0.26
77.625,,1.018,,0.269
78.53902439,100.0,,,0.209
71.01,,,0.715,0.278
71.943,99.2,1.009,0.744,
,,1.003,,0.303
,96.8,0.984,,0.407
,84.4,0.979,,
62.12,40.3,0.993,0.568,0.54
,44.0,0.952,,0.532
63.081,93.4,0.71,0.483,
62.144,45.3,0.903,0.595,0.537
79.184,,0.997,0.806,
,100.0,0.948,0.909,0.103
76.999,100.0,,0.85,0.315
75.064,,0.987,0.771,0.26
,100.0,0.976,0.941,0.092
81.69268293,100.0,0.966,0.917,0.061
,100.0,0.952,,
61.688,9.5,0.933,0.428,0.508
81.59512195,100.0,0.974,,0.053
60.14,39.0,0.851,0.53,0.613
60.047,14.4,0.884,0.449,
,86.9,0.89,,0.533
74.96341463,98.7,0.992,0.809,0.21
,100.0,,0.879,
77.093,100.0,0.922,0.776,0.162
,99.3,1.008,0.818,
73.703,,0.967,,0.415
67.748,92.8,0.954,0.714,0.419
,99.7,0.99,0.764,
77.067,100.0,,,
71.129,,0.936,0.658,0.429
65.422,68.3,0.976,0.716,
54.369,14.6,0.807,0.405,0.69
81.84390244,100.0,,0.933,0.073
,100.0,0.966,0.959,0.032
,100.0,0.968,0.856,0.207
77.744,,0.981,,
58.849,67.1,0.874,0.542,0.632
,62.2,0.882,0.577,
,98.5,0.992,0.763,0.427
75.733,,,,
79.484,,,,0.285
77.496,,0.958,,
81.382,100.0,0.974,0.892,
79.02926829,,,0.894,0.129
80.89268293,100.0,0.974,0.945,0.083
,,0.983,0.942,
73.232,98.9,1.009,0.764,0.451
,,0.876,0.745,0.439
77.094,,0.965,0.762,
71.367,,0.905,0.729,0.456
83.43170732,,0.984,0.901,0.062
,,1.025,,0.103
,44.8,,0.489,0.525
81.73414634,100.0,0.989,0.936,0.037
67.81,,0.936,,0.325
82.67560976,100.0,0.99,0.901,0.078
,89.6,,,0.549
,,0.972,0.929,0.112
73.341,99.9,0.987,0.804,
64.122,80.4,,,0.539
,45.0,0.846,0.462,0.611
60.502,28.4,,,0.629
81.78780488,100.0,0.969,,0.127
72.726,94.2,,,
68.896,90.9,,,
72.814,,0.986,0.617,0.426
78.07073171,100.0,0.995,,
64.019,44.4,0.898,,0.636
,100.0,,0.849,0.229
70.338,,0.936,0.71,
,,0.849,0.645,0.505
,100.0,0.978,,0.084
76.195,100.0,0.889,,0.452
71.514,99.9,,0.692,0.569
,100.0,0.98,0.959,0.053
,100.0,0.98,0.919,
